Year,County,Violent,Homicide,Rape,Robbery,AggAssault,Property,Burglary,VehicleTheft,Total
2017,Los Angeles County,4,0,0,0,4,73,7,5,61
2017,Los Angeles County,4,0,1,1,2,95,29,6,60
2017,Los Angeles County,2,0,0,0,2,356,293,0,63
2017,Los Angeles County,1,0,0,0,1,9,0,0,9
2017,Los Angeles County,1,0,0,1,0,93,3,4,86
2017,Los Angeles County,14,0,1,4,9,208,48,5,155
2017,Los Angeles County,118,0,10,50,58,1819,402,99,1318
2017,Los Angeles County,1,0,0,1,0,7,3,0,4
2017,Los Angeles County,253,0,20,86,147,2944,355,245,2344
2017,Los Angeles County,74,0,9,30,35,940,279,68,593
2017,Los Angeles County,106,1,6,40,59,1174,131,345,698
2017,Los Angeles County,1164,21,33,441,669,2583,411,770,1402
2017,Los Angeles County,172,2,22,51,97,1180,283,185,712
2017,Los Angeles County,74,0,3,29,42,214,41,80,93
2017,Los Angeles County,183,0,1,131,51,1886,208,108,1570
2017,Los Angeles County,127,2,4,71,50,2268,561,196,1511
2017,Los Angeles County,16,0,2,4,10,278,71,20,187
2017,Los Angeles County,254,1,29,122,102,1705,234,104,1367
2017,Los Angeles County,352,4,40,122,186,3081,674,410,1997
2017,Los Angeles County,57,0,5,25,27,1043,381,70,592
2017,Los Angeles County,382,3,23,182,174,3222,591,765,1866
2017,Los Angeles County,64,2,2,18,42,352,72,55,225
2017,Los Angeles County,451,5,43,183,220,2816,687,698,1431
2017,Los Angeles County,40,1,4,21,14,687,183,81,423
2017,Los Angeles County,393,4,16,218,155,1393,353,362,678
2017,Los Angeles County,274,3,32,127,112,3118,498,317,2303
2017,Los Angeles County,129,0,15,33,81,1533,248,105,1180
2017,Los Angeles County,86,0,1,30,55,324,78,85,161
2017,Los Angeles County,587,5,25,275,282,2273,408,515,1350
2017,Los Angeles County,28,0,4,7,17,590,116,48,426
2017,Los Angeles County,30,0,14,9,7,330,63,19,248
2017,Los Angeles County,38,0,8,6,24,366,78,33,255
2017,Los Angeles County,411,2,4,235,170,547,10,68,469
2017,Los Angeles County,1,0,0,0,1,12,4,1,7
2017,Los Angeles County,427,4,42,197,184,1817,210,704,903
2017,Los Angeles County,73,1,5,36,31,928,151,148,629
2017,Los Angeles County,785,13,46,389,337,2760,492,802,1466
2017,Los Angeles County,12,1,0,7,4,212,56,35,121
2017,Los Angeles County,318,3,13,151,151,2422,438,259,1725
2017,Los Angeles County,104,2,7,34,61,906,143,138,625
2017,Los Angeles County,148,0,14,43,91,444,92,162,190
2017,Los Angeles County,92,0,11,27,54,766,137,66,563
2017,Los Angeles County,178,2,3,66,107,433,75,144,214
2017,Los Angeles County,56,1,3,13,39,402,90,71,241
2017,Los Angeles County,3101,22,203,1237,1639,12598,2765,2729,7104
2017,Los Angeles County,30507,281,2455,10814,16957,101618,16668,19193,65757
2017,Los Angeles County,458,8,16,220,214,1681,293,700,688
2017,Los Angeles County,71,0,11,36,24,875,179,71,625
2017,Los Angeles County,115,2,8,39,66,364,68,139,157
2017,Los Angeles County,66,2,12,26,26,848,120,83,645
2017,Los Angeles County,203,2,9,82,110,1644,665,460,519
2017,Los Angeles County,112,1,10,55,46,1613,439,219,955
2017,Los Angeles County,437,5,17,133,282,1956,418,415,1123
2017,Los Angeles County,681,4,37,218,422,2659,613,435,1611
2017,Los Angeles County,3,0,1,2,0,125,43,5,77
2017,Los Angeles County,324,6,8,125,185,1613,283,438,892
2017,Los Angeles County,574,8,51,202,313,2946,745,359,1842
2017,Los Angeles County,236,1,19,75,141,1432,250,329,853
2017,Los Angeles County,853,18,88,344,403,4484,718,1250,2516
2017,Los Angeles County,176,0,18,62,96,1570,358,170,1042
2017,Los Angeles County,0,0,0,0,0,6,1,0,5
2017,Los Angeles County,12,0,2,1,9,153,42,8,103
2017,Los Angeles County,173,1,12,59,101,1327,330,278,719
2017,Los Angeles County,67,0,5,24,38,735,158,77,500
2017,Los Angeles County,120,3,9,34,74,360,85,91,184
2017,Los Angeles County,114,1,3,40,70,666,199,60,407
2017,Los Angeles County,14,0,0,6,8,255,127,2,126
2017,Los Angeles County,106,0,4,48,54,1048,183,177,688
2017,Los Angeles County,705,3,54,241,407,4374,648,264,3462
2017,Los Angeles County,8,0,1,1,6,108,43,4,61
2017,Los Angeles County,63,1,5,34,23,749,93,135,521
2017,Los Angeles County,121,2,4,35,80,684,169,201,314
2017,Los Angeles County,674,6,41,223,404,3131,507,933,1691
2017,Los Angeles County,18,1,2,9,6,504,130,59,315
2017,Los Angeles County,54,2,3,20,29,552,258,37,257
2017,Los Angeles County,267,0,36,116,115,3206,557,436,2213
2017,Los Angeles County,35,0,0,20,15,424,60,135,229
2017,Los Angeles County,43,0,12,8,23,485,232,32,221
2017,Los Angeles County,275,0,31,144,100,2733,502,410,1821
2017,Los Angeles County,300,5,15,137,143,2507,420,313,1774
2017,Los Angeles County,475,8,20,166,281,2250,479,510,1261
2017,Los Angeles County,4,0,2,2,0,213,23,31,159
2017,Los Angeles County,33,0,5,7,21,446,152,35,259
2017,Los Angeles County,7,0,1,3,3,40,5,1,34
2017,Los Angeles County,9,0,5,2,2,169,7,21,141
2017,Los Angeles County,3,0,1,1,1,120,6,12,102
2017,Los Angeles County,9,0,4,0,5,297,13,26,258
2017,Los Angeles County,16,0,1,6,9,287,105,20,162
2017,Los Angeles County,1219,15,80,337,787,3318,935,650,1733
2017,Los Angeles County,108,0,20,18,70,831,169,27,635
2017,Los Angeles County,46,1,0,3,42,837,20,664,153
2017,Los Angeles County,1116,0,3,0,1113,2,0,0,2
2017,Madera County,451,3,23,27,398,1102,452,44,606
2017,Madera County,62,0,1,11,50,453,150,95,208
2017,Madera County,378,4,32,107,235,1702,336,399,967
2017,Madera County,0,0,0,0,0,0,0,0,0
2017,Madera County,0,0,0,0,0,227,3,175,49
2017,Marin County,91,1,12,10,68,776,153,8,615
2017,Marin County,0,0,0,0,0,11,0,0,11
2017,Marin County,4,0,0,1,3,94,10,6,78
2017,Marin County,9,0,0,3,6,211,36,12,163
2017,Marin County,92,1,5,26,60,927,145,93,689
2017,Marin County,2,0,0,1,1,37,8,0,29
2017,Marin County,194,0,21,89,84,1627,271,265,1091
2017,Marin County,14,0,0,3,11,231,37,7,187
2017,Marin County,3,0,0,1,2,86,16,0,70
2017,Marin County,0,0,0,0,0,0,0,0,0
2017,Marin County,2,1,0,0,1,23,1,0,22
2017,Marin County,2,0,0,0,2,11,7,0,4
2017,Marin County,46,1,8,15,22,892,252,41,599
2017,Marin County,4,0,0,0,4,80,5,43,32
2017,Mariposa County,107,0,9,3,95,269,83,2,184
2017,Mariposa County,1,0,0,0,1,21,0,12,9
2017,Mendocino County,254,3,26,21,204,381,185,7,189
2017,Mendocino County,47,1,7,2,37,341,59,20,262
2017,Mendocino County,121,0,14,20,87,335,59,42,234
2017,Mendocino County,57,0,4,5,48,61,11,25,25
2017,Mendocino County,0,0,0,0,0,0,0,0,0
2017,Mendocino County,1,0,0,1,0,156,1,116,39
2017,Merced County,521,7,16,38,460,1504,554,42,908
2017,Merced County,188,0,7,23,158,951,185,117,649
2017,Merced County,59,2,4,1,52,171,50,18,103
2017,Merced County,33,0,1,1,31,85,26,16,43
2017,Merced County,54,0,2,12,40,285,95,36,154
2017,Merced County,138,2,6,41,89,1073,217,161,695
2017,Merced County,563,8,28,158,369,2668,472,490,1706
2017,Merced County,0,0,0,0,0,0,0,0,0
2017,Merced County,1,0,0,0,1,0,0,0,0
2017,Merced County,0,0,0,0,0,51,8,1,42
2017,Merced County,0,0,0,0,0,360,0,277,83
2017,Modoc County,19,0,0,0,19,43,9,0,34
2017,Modoc County,39,2,2,3,32,129,31,10,88
2017,Modoc County,0,0,0,0,0,0,0,0,0
2017,Modoc County,0,0,0,0,0,7,0,5,2
2017,Mono County,16,0,1,0,15,58,15,5,38
2017,Mono County,27,0,5,5,17,147,21,11,115
2017,Mono County,0,0,0,0,0,6,0,5,1
2017,Monterey County,243,7,31,48,157,1311,338,46,927
2017,Monterey County,6,0,1,1,4,111,33,1,77
2017,Monterey County,1,0,0,1,0,57,16,5,36
2017,Monterey County,10,0,2,4,4,64,17,11,36
2017,Monterey County,102,2,7,18,75,214,49,79,86
2017,Monterey County,57,3,9,2,43,196,71,53,72
2017,Monterey County,125,0,17,58,50,1206,162,80,964
2017,Monterey County,16,0,8,0,8,324,55,20,249
2017,Monterey County,1021,28,71,358,564,4795,964,1242,2589
2017,Monterey County,10,0,0,5,5,132,10,3,119
2017,Monterey County,92,1,8,31,52,513,81,72,360
2017,Monterey County,50,2,3,7,38,170,47,47,76
2017,Monterey County,54,0,7,14,33,405,72,45,288
2017,Monterey County,0,0,0,0,0,9,5,4,0
2017,Monterey County,0,0,0,0,0,0,0,0,0
2017,Monterey County,0,0,0,0,0,56,11,0,45
2017,Monterey County,12,0,4,0,8,39,6,1,32
2017,Monterey County,3,0,0,0,3,441,0,371,70
2017,Napa County,56,0,6,3,47,217,71,3,143
2017,Napa County,9,0,0,0,9,79,25,8,46
2017,Napa County,272,1,39,43,189,1353,338,187,828
2017,Napa County,11,0,5,1,5,93,33,8,52
2017,Napa County,0,0,0,0,0,0,0,0,0
2017,Napa County,198,0,5,0,193,4,1,2,1
2017,Napa County,49,0,5,14,30,413,85,56,272
2017,Napa County,1,0,0,0,1,42,7,2,33
2017,Napa County,1,0,0,0,1,24,0,15,9
2017,Nevada County,174,3,13,12,146,620,294,22,304
2017,Nevada County,76,2,0,9,65,750,125,110,515
2017,Nevada County,8,0,0,2,6,117,22,28,67
2017,Nevada County,0,0,0,0,0,2,1,0,1
2017,Nevada County,19,0,4,0,15,165,40,27,98
2017,Nevada County,3,0,0,0,3,111,0,105,6
2017,Orange County,271,0,16,34,221,1178,203,224,751
2017,Orange County,1253,10,115,480,648,9296,1351,1552,6393
2017,Orange County,114,2,8,39,65,1440,180,100,1160
2017,Orange County,292,1,9,96,186,2814,299,400,2115
2017,Orange County,361,1,61,128,171,4298,620,520,3158
2017,Orange County,69,0,5,21,43,726,142,89,495
2017,Orange County,19,0,0,7,12,363,140,33,190
2017,Orange County,68,0,3,28,37,1581,238,144,1199
2017,Orange County,293,1,63,98,131,3952,293,386,3273
2017,Orange County,602,5,22,220,355,4348,840,657,2851
2017,Orange County,461,2,75,95,289,4285,617,385,3283
2017,Orange County,100,0,10,14,76,559,124,66,369
2017,Orange County,137,1,9,46,81,1251,197,185,869
2017,Orange County,16,0,5,10,1,202,73,24,105
2017,Orange County,124,0,31,21,72,2123,361,132,1630
2017,Orange County,218,4,12,64,138,2584,489,341,1754
2017,Orange County,89,1,1,25,62,864,187,114,563
2017,Orange County,91,0,9,37,45,812,173,65,574
2017,Orange County,82,0,12,16,54,448,103,32,313
2017,Orange County,1640,21,188,605,826,7017,929,1980,4108
2017,Orange County,45,0,2,19,24,643,92,48,503
2017,Orange County,142,1,17,37,87,649,130,135,384
2017,Orange County,132,3,11,47,71,1949,288,177,1484
2017,Orange County,2,0,0,0,2,74,35,4,35
2017,Orange County,281,4,23,132,122,2825,443,395,1987
2017,Orange County,45,0,9,5,31,714,185,47,482
2017,Orange County,169,2,46,55,66,3635,627,194,2814
2017,Orange County,5,0,3,1,1,187,13,7,167
2017,Orange County,0,0,0,0,0,2,1,0,1
2017,Orange County,0,0,0,0,0,113,49,0,64
2017,Orange County,3,0,0,0,3,1,1,0,0
2017,Orange County,101,1,13,26,61,969,158,78,733
2017,Orange County,64,0,6,22,36,515,85,31,399
2017,Orange County,54,1,7,11,35,573,95,50,428
2017,Orange County,44,1,5,18,20,467,117,49,301
2017,Orange County,133,0,19,24,90,757,166,87,504
2017,Orange County,4,0,1,0,3,127,22,15,90
2017,Orange County,32,0,4,6,22,328,45,18,265
2017,Orange County,44,0,4,8,32,394,62,33,299
2017,Orange County,0,0,0,0,0,21,1,0,20
2017,Orange County,15,0,6,0,9,503,21,9,473
2017,Orange County,12,0,0,0,12,51,1,29,21
2017,Placer County,302,3,42,33,224,1447,380,41,1026
2017,Placer County,54,2,5,5,42,271,58,38,175
2017,Placer County,44,2,19,6,17,605,108,62,435
2017,Placer County,66,0,14,29,23,1135,211,111,813
2017,Placer County,237,0,27,87,123,3322,389,310,2623
2017,Placer County,0,0,0,0,0,8,0,0,8
2017,Placer County,0,0,0,0,0,6,0,0,6
2017,Placer County,0,0,0,0,0,175,0,96,79
2017,Plumas County,146,0,23,7,116,293,140,1,152
2017,Plumas County,0,0,0,0,0,1,0,0,1
2017,Plumas County,0,0,0,0,0,10,0,5,5
2017,Riverside County,775,16,48,161,550,7700,1711,1410,4579
2017,Riverside County,151,3,14,17,117,667,254,158,255
2017,Riverside County,182,1,18,19,144,872,195,116,561
2017,Riverside County,62,0,13,16,33,805,264,49,492
2017,Riverside County,128,0,3,41,84,1141,182,184,775
2017,Riverside County,292,7,18,56,211,784,341,254,189
2017,Riverside County,457,4,25,133,295,3103,703,532,1868
2017,Riverside County,639,3,39,119,478,2287,449,355,1483
2017,Riverside County,69,1,5,17,46,688,124,92,472
2017,Riverside County,290,5,40,94,151,1963,436,250,1277
2017,Riverside County,192,2,4,66,120,1877,270,503,1104
2017,Riverside County,1669,12,166,544,947,10032,1673,1730,6629
2017,Riverside County,114,3,2,55,54,1605,343,257,1005
2017,Riverside County,223,1,36,107,79,3297,561,559,2177
2017,Riverside County,1,0,0,0,1,159,51,5,103
2017,Riverside County,28,0,0,13,15,572,121,40,411
2017,Riverside County,91,0,3,30,58,2076,424,116,1536
2017,Riverside County,1,0,0,0,1,11,4,0,7
2017,Riverside County,1,0,0,0,1,2,0,0,2
2017,Riverside County,137,2,14,49,72,769,176,253,340
2017,Riverside County,177,1,12,57,107,2145,299,339,1507
2017,Riverside County,67,0,8,32,27,1197,168,66,963
2017,Riverside County,798,9,26,352,411,6356,1148,1158,4050
2017,Riverside County,117,1,5,38,73,2614,353,250,2011
2017,Riverside County,12,1,0,6,5,248,42,31,175
2017,Riverside County,16,0,0,0,16,115,22,28,65
2017,Riverside County,80,1,14,33,32,1582,254,185,1143
2017,Riverside County,2,0,1,1,0,73,7,10,56
2017,Riverside County,56,0,2,15,39,683,128,125,430
2017,Riverside County,123,3,8,43,69,1972,326,273,1373
2017,Riverside County,55,0,1,24,30,1319,211,170,938
2017,Riverside County,13,0,6,6,1,296,27,7,262
2017,Riverside County,17,0,0,0,17,124,8,81,35
2017,Riverside County,272,5,19,82,166,2661,368,702,1591
2017,Riverside County,1,0,0,0,1,31,4,3,24
2017,Sacramento County,2612,32,154,772,1654,9224,2492,187,6545
2017,Sacramento County,64,0,21,21,22,1229,257,125,847
2017,Sacramento County,91,0,4,15,72,595,74,70,451
2017,Sacramento County,5,1,0,0,4,6,3,0,3
2017,Sacramento County,3378,39,99,1100,2140,14683,2888,2718,9077
2017,Sacramento County,2,0,1,1,0,200,26,3,171
2017,Sacramento County,560,3,39,99,419,2245,366,211,1668
2017,Sacramento County,0,0,0,0,0,49,0,1,48
2017,Sacramento County,19,0,1,7,11,100,58,4,38
2017,Sacramento County,7,0,0,2,5,61,10,2,49
2017,Sacramento County,1,0,0,1,0,3,1,0,2
2017,Sacramento County,0,0,0,0,0,0,0,0,0
2017,Sacramento County,0,0,0,0,0,7,2,0,5
2017,Sacramento County,305,1,17,85,202,1410,285,226,899
2017,Sacramento County,349,2,50,102,195,2782,462,356,1964
2017,Sacramento County,5,0,1,0,4,168,6,3,159
2017,Sacramento County,14,0,0,1,13,3826,12,2297,1517
2017,San Benito County,51,1,10,6,34,144,50,14,80
2017,San Benito County,132,1,18,33,80,396,71,73,252
2017,San Benito County,0,0,0,0,0,0,0,0,0
2017,San Benito County,0,0,0,0,0,0,0,0,0
2017,San Benito County,0,0,0,0,0,16,0,14,2
2017,San Bernardino County,862,27,76,160,599,5076,1358,1162,2556
2017,San Bernardino County,302,2,17,97,186,988,318,186,484
2017,San Bernardino County,227,3,10,87,127,2142,443,294,1405
2017,San Bernardino County,245,4,6,115,120,1439,264,347,828
2017,San Bernardino County,714,9,62,206,437,3736,563,881,2292
2017,San Bernardino County,230,1,25,85,119,1534,284,380,870
2017,San Bernardino County,37,0,4,4,29,178,57,17,104
2017,San Bernardino County,683,8,136,220,319,4473,720,911,2842
2017,San Bernardino County,216,1,36,69,110,2629,426,293,1910
2017,San Bernardino County,399,2,28,150,219,1684,475,613,596
2017,San Bernardino County,2805,34,158,877,1736,8403,2136,2277,3990
2017,San Bernardino County,232,7,25,101,99,2071,586,291,1194
2017,San Bernardino County,862,14,54,267,527,3318,830,649,1839
2017,San Bernardino County,238,2,28,48,160,578,190,98,290
2017,San Bernardino County,6,0,1,3,2,120,15,24,81
2017,San Bernardino County,329,1,46,118,164,4180,814,368,2998
2017,San Bernardino County,52,1,8,4,39,178,49,17,112
2017,San Bernardino County,32,0,8,9,15,283,83,31,169
2017,San Bernardino County,39,0,6,12,21,610,112,97,401
2017,San Bernardino County,51,0,1,43,7,233,97,15,121
2017,San Bernardino County,186,4,13,74,95,1082,250,223,609
2017,San Bernardino County,40,2,2,6,30,326,142,45,139
2017,San Bernardino County,380,2,38,97,243,2117,452,435,1230
2017,San Bernardino County,231,4,19,63,145,1565,299,280,986
2017,San Bernardino County,74,0,12,23,39,927,202,135,590
2017,San Bernardino County,11,0,0,4,7,74,12,8,54
2017,San Bernardino County,70,0,12,19,39,1362,323,103,936
2017,San Bernardino County,65,0,9,18,38,444,148,52,244
2017,San Bernardino County,21,0,0,2,19,61,23,6,32
2017,San Bernardino County,0,0,0,0,0,14,10,0,4
2017,San Bernardino County,547,0,5,1,541,7,3,0,4
2017,San Bernardino County,0,0,0,0,0,12,12,0,0
2017,San Bernardino County,31,0,1,0,30,163,15,70,78
2017,San Diego County,1486,18,119,232,1117,4548,1075,828,2645
2017,San Diego County,247,0,30,46,171,2209,432,139,1638
2017,San Diego County,808,2,62,304,440,3883,640,761,2482
2017,San Diego County,29,0,4,5,20,366,27,28,311
2017,San Diego County,12,0,1,0,11,146,38,13,95
2017,San Diego County,429,1,48,163,217,2330,414,414,1502
2017,San Diego County,576,3,51,174,348,2605,427,398,1780
2017,San Diego County,133,1,5,34,93,364,69,84,211
2017,San Diego County,160,3,11,50,96,1193,177,193,823
2017,San Diego County,296,3,23,109,161,1157,132,358,667
2017,San Diego County,694,9,69,165,451,4088,592,496,3000
2017,San Diego County,5221,35,559,1410,3217,26246,3817,5135,17294
2017,San Diego County,195,0,25,54,116,1136,202,150,784
2017,San Diego County,370,4,38,104,224,1494,310,295,889
2017,San Diego County,15,0,2,11,2,547,73,14,460
2017,San Diego County,62,0,4,11,47,461,41,4,416
2017,San Diego County,0,0,0,0,0,0,0,0,0
2017,San Diego County,0,0,0,0,0,4,0,4,0
2017,San Diego County,5,0,0,0,5,64,7,6,51
2017,San Diego County,6,0,5,0,1,20,0,1,19
2017,San Diego County,8,0,2,2,4,608,25,17,566
2017,San Diego County,33,0,1,1,31,114,8,62,44
2017,San Diego County,171,1,4,55,111,618,93,103,422
2017,San Diego County,155,0,11,43,101,866,109,92,665
2017,San Diego County,58,0,8,13,37,576,136,51,389
2017,San Diego County,106,0,13,23,70,925,208,66,651
2017,San Diego County,13,0,3,4,6,229,68,19,142
2017,San Francisco County,6301,56,367,3220,2658,54356,4935,4834,44587
2017,San Francisco County,9,0,2,5,2,189,27,9,153
2017,San Francisco County,69,0,0,50,19,255,6,2,247
2017,San Francisco County,0,0,0,0,0,0,0,0,0
2017,San Francisco County,22,0,2,4,16,419,25,5,389
2017,San Francisco County,9,0,2,2,5,34,0,25,9
2017,San Joaquin County,746,5,25,141,575,2961,751,142,2068
2017,San Joaquin County,34,0,3,1,30,172,45,18,109
2017,San Joaquin County,323,1,13,127,182,1681,347,349,985
2017,San Joaquin County,256,4,18,89,145,2240,302,322,1616
2017,San Joaquin County,13,0,7,4,2,286,28,17,241
2017,San Joaquin County,4379,55,154,1208,2962,11229,2140,2049,7040
2017,San Joaquin County,193,3,27,77,86,2179,201,362,1616
2017,San Joaquin County,47,0,0,24,23,208,83,4,121
2017,San Joaquin County,0,0,0,0,0,50,28,0,22
2017,San Joaquin County,0,0,0,0,0,745,0,598,147
2017,San Luis Obispo County,137,1,21,16,99,1116,400,25,691
2017,San Luis Obispo County,32,0,3,5,24,311,53,32,226
2017,San Luis Obispo County,39,1,7,7,24,246,43,42,161
2017,San Luis Obispo County,22,0,2,4,16,197,35,10,152
2017,San Luis Obispo County,35,0,3,6,26,920,126,63,731
2017,San Luis Obispo County,42,0,3,4,35,393,88,22,283
2017,San Luis Obispo County,178,0,44,23,111,1782,172,94,1516
2017,San Luis Obispo County,9,0,4,1,4,147,23,8,116
2017,San Luis Obispo County,107,0,8,18,81,518,96,27,395
2017,San Luis Obispo County,0,0,0,0,0,23,1,0,22
2017,San Luis Obispo County,8,0,0,1,7,30,0,1,29
2017,San Luis Obispo County,217,0,0,0,217,1,0,0,1
2017,San Luis Obispo County,0,0,0,0,0,2,0,0,2
2017,San Luis Obispo County,0,0,0,0,0,9,0,1,8
2017,San Luis Obispo County,3,0,1,0,2,117,1,104,12
2017,San Mateo County,311,2,65,70,174,3109,337,361,2411
2017,San Mateo County,4,0,3,0,1,75,12,2,61
2017,San Mateo County,39,1,4,7,27,377,49,32,296
2017,San Mateo County,12,0,0,5,7,128,67,12,49
2017,San Mateo County,74,1,19,17,37,895,119,106,670
2017,San Mateo County,21,0,0,11,10,369,62,17,290
2017,San Mateo County,265,0,52,90,123,1561,202,203,1156
2017,San Mateo County,8,0,4,0,4,70,28,4,38
2017,San Mateo County,53,0,15,15,23,656,95,34,527
2017,San Mateo County,86,1,17,20,48,528,100,45,383
2017,San Mateo County,209,0,57,61,91,1390,177,160,1053
2017,San Mateo County,121,1,13,51,56,1117,126,87,904
2017,San Mateo County,268,0,19,64,185,2125,706,188,1231
2017,San Mateo County,234,1,31,72,130,1605,214,207,1184
2017,San Mateo County,21,0,2,5,14,77,28,12,37
2017,San Mateo County,43,0,10,4,29,349,53,24,272
2017,San Mateo County,28,0,0,15,13,224,9,19,196
2017,San Mateo County,0,0,0,0,0,0,0,0,0
2017,San Mateo County,0,0,0,0,0,3,1,0,2
2017,San Mateo County,125,0,14,60,51,466,96,77,293
2017,San Mateo County,6,0,0,0,6,18,0,16,2
2017,Santa Barbara County,272,2,43,24,203,1499,421,24,1054
2017,Santa Barbara County,4,0,1,0,3,55,12,14,29
2017,Santa Barbara County,243,2,34,37,170,974,225,151,598
2017,Santa Barbara County,377,0,67,80,230,2499,327,204,1968
2017,Santa Barbara County,476,3,58,155,260,2354,446,677,1231
2017,Santa Barbara County,34,0,5,10,19,282,58,29,195
2017,Santa Barbara County,0,0,0,0,0,3,1,0,2
2017,Santa Barbara County,7,0,1,1,5,85,21,2,62
2017,Santa Barbara County,0,0,0,0,0,6,1,0,5
2017,Santa Barbara County,6,0,0,2,4,76,14,7,55
2017,Santa Barbara County,51,1,3,18,29,451,101,32,318
2017,Santa Barbara County,56,0,44,0,12,300,35,2,263
2017,Santa Barbara County,6,0,1,0,5,158,1,112,45
2017,Santa Clara County,383,2,43,33,305,1271,229,208,834
2017,Santa Clara County,102,1,19,27,55,1340,247,176,917
2017,Santa Clara County,77,2,9,21,45,970,164,50,756
2017,Santa Clara County,208,1,32,81,94,1648,213,291,1144
2017,Santa Clara County,10,0,3,2,5,321,87,19,215
2017,Santa Clara County,2,0,1,0,1,59,22,1,36
2017,Santa Clara County,14,0,3,4,7,431,70,42,319
2017,Santa Clara County,114,2,12,58,42,1978,235,296,1447
2017,Santa Clara County,0,0,0,0,0,11,3,0,8
2017,Santa Clara County,72,0,1,18,53,722,92,123,507
2017,Santa Clara County,150,1,14,44,91,1982,290,102,1590
2017,Santa Clara County,90,0,11,39,40,1783,214,91,1478
2017,Santa Clara County,4188,32,571,1376,2209,25323,3926,8068,13329
2017,Santa Clara County,214,2,35,82,95,3618,408,400,2810
2017,Santa Clara County,33,2,3,6,22,192,94,17,81
2017,Santa Clara County,182,1,29,56,96,2682,512,298,1872
2017,Santa Clara County,33,0,11,7,15,307,28,10,269
2017,Santa Clara County,0,0,0,0,0,37,8,7,22
2017,Santa Clara County,3,0,0,0,3,22,8,4,10
2017,Santa Clara County,1,0,0,0,1,21,1,2,18
2017,Santa Clara County,0,0,0,0,0,1,0,0,1
2017,Santa Clara County,110,0,1,38,71,124,0,38,86
2017,Santa Clara County,9,0,1,0,8,111,0,87,24
2017,Santa Cruz County,288,0,41,42,205,1794,427,18,1349
2017,Santa Cruz County,34,1,5,14,14,622,50,32,540
2017,Santa Cruz County,409,1,57,103,248,3684,412,361,2911
2017,Santa Cruz County,298,1,41,69,187,1711,251,465,995
2017,Santa Cruz County,14,0,6,4,4,227,40,20,167
2017,Santa Cruz County,0,0,0,0,0,0,0,0,0
2017,Santa Cruz County,0,0,0,0,0,133,31,1,101
2017,Santa Cruz County,13,0,6,0,7,219,24,6,189
2017,Santa Cruz County,0,0,0,0,0,557,0,364,193
2017,Shasta County,527,4,48,24,451,944,431,45,468
2017,Shasta County,43,0,6,3,34,492,124,101,267
2017,Shasta County,654,2,64,150,438,3841,690,791,2360
2017,Shasta County,0,0,0,0,0,8,1,0,7
2017,Shasta County,1,0,0,0,1,0,0,0,0
2017,Shasta County,0,0,0,0,0,360,3,284,73
2017,Sierra County,5,0,0,1,4,24,12,1,11
2017,Sierra County,0,0,0,0,0,0,0,0,0
2017,Sierra County,0,0,0,0,0,4,0,3,1
2017,Siskiyou County,54,3,4,3,44,241,146,10,85
2017,Siskiyou County,1,0,0,0,1,30,15,2,13
2017,Siskiyou County,9,0,2,1,6,36,14,3,19
2017,Siskiyou County,2,0,0,0,2,3,1,1,1
2017,Siskiyou County,2,0,0,0,2,7,3,0,4
2017,Siskiyou County,9,1,2,0,6,18,10,2,6
2017,Siskiyou County,17,1,2,1,13,66,8,10,48
2017,Siskiyou County,2,0,0,0,2,1,1,0,0
2017,Siskiyou County,23,0,0,0,23,95,23,10,62
2017,Siskiyou County,51,1,5,2,43,213,57,43,113
2017,Siskiyou County,1,0,0,0,1,21,7,3,11
2017,Siskiyou County,1,0,0,0,1,3,0,0,3
2017,Siskiyou County,4,0,0,1,3,66,5,45,16
2017,Solano County,105,1,9,15,80,368,164,65,139
2017,Solano County,28,0,6,12,10,472,129,70,273
2017,Solano County,39,0,2,5,32,373,38,54,281
2017,Solano County,546,10,40,181,315,3252,545,533,2174
2017,Solano County,41,0,1,4,36,94,40,9,45
2017,Solano County,101,3,8,38,52,689,110,89,490
2017,Solano County,198,1,20,56,121,2108,186,180,1742
2017,Solano County,1048,15,93,390,550,4597,2445,971,1181
2017,Solano County,0,0,0,0,0,1,1,0,0
2017,Solano County,6,0,0,0,6,50,2,36,12
2017,Sonoma County,636,6,81,60,489,1149,388,8,753
2017,Sonoma County,27,0,9,2,16,143,23,11,109
2017,Sonoma County,49,0,6,7,36,94,18,14,62
2017,Sonoma County,19,0,2,4,13,221,38,27,156
2017,Sonoma County,218,0,29,21,168,832,110,112,610
2017,Sonoma County,722,5,109,126,482,3245,525,411,2309
2017,Sonoma County,20,0,5,3,12,129,39,9,81
2017,Sonoma County,31,0,5,7,19,186,36,4,146
2017,Sonoma County,233,1,32,40,160,946,170,64,712
2017,Sonoma County,4,0,4,0,0,71,8,16,47
2017,Sonoma County,0,0,0,0,0,0,0,0,0
2017,Sonoma County,0,0,0,0,0,0,0,0,0
2017,Sonoma County,2,0,1,0,1,43,0,1,42
2017,Sonoma County,1,0,0,0,1,1,0,0,1
2017,Sonoma County,0,0,0,0,0,52,4,1,47
2017,Sonoma County,61,0,15,6,40,279,40,20,219
2017,Sonoma County,2,0,0,1,1,195,0,131,64
2017,Stanislaus County,398,16,26,126,230,1647,570,64,1013
