Year,County,Violent,Homicide,Rape,Robbery,AggAssault,Property,Burglary,VehicleTheft,Total
1985,Alameda County,427,3,27,166,231,3964,1483,353,2128
1985,Alameda County,405,7,15,220,163,4486,989,260,3237
1985,Alameda County,101,1,4,58,38,634,161,55,418
1985,Alameda County,1164,11,43,660,450,12035,2930,869,8236
1985,Alameda County,146,0,5,82,59,971,205,102,664
1985,Alameda County,614,3,34,86,491,6053,1786,350,3917
1985,Alameda County,671,6,36,250,379,6774,1693,471,4610
1985,Alameda County,185,0,12,29,144,2364,614,144,1606
1985,Alameda County,199,3,16,41,139,2071,481,74,1516
1985,Alameda County,6703,95,531,3316,2761,36120,11846,3408,20866
1985,Alameda County,33,0,2,20,11,340,104,23,213
1985,Alameda County,72,0,5,23,44,1539,351,75,1113
1985,Alameda County,411,3,22,273,113,4373,905,278,3190
1985,Alameda County,231,5,21,86,119,2582,902,158,1522
1985,Alameda County,22,4,5,3,10,121,16,7,98
1985,Alameda County,0,0,0,0,0,154,7,7,140
1985,Alameda County,93,1,3,75,14,1456,6,284,1166
1985,Alameda County,0,0,0,0,0,150,0,1,149
1985,Alameda County,3,0,0,0,3,78,1,0,77
1985,Alameda County,0,0,0,0,0,14,1,0,13
1985,Alameda County,23,0,0,1,22,226,106,4,116
1985,Alameda County,38,0,2,16,20,679,154,67,458
1985,Alameda County,1,1,0,0,0,20,2,2,16
1985,Alameda County,0,0,0,0,0,42,36,0,6
1985,Alameda County,56,0,5,19,32,1856,174,90,1592
1985,Alameda County,17,0,3,3,11,140,44,5,91
1985,Alameda County,13,0,0,0,13,55,0,55,0
1985,Alpine County,8,0,0,0,8,287,27,5,255
1985,Alpine County,0,0,0,0,0,1,0,1,0
1985,Amador County,67,3,1,4,59,299,149,2,148
1985,Amador County,12,0,0,0,12,52,14,5,33
1985,Amador County,0,0,0,0,0,136,29,3,104
1985,Amador County,0,0,0,0,0,14,3,0,11
1985,Amador County,0,0,0,0,0,60,6,4,50
1985,Amador County,0,0,0,0,0,0,0,0,0
1985,Amador County,0,0,0,0,0,14,0,14,0
1985,Butte County,258,3,39,49,167,3221,1357,18,1846
1985,Butte County,4,0,0,0,4,82,25,5,52
1985,Butte County,149,0,19,36,94,2519,585,146,1788
1985,Butte County,56,0,2,2,52,391,102,11,278
1985,Butte County,92,0,6,22,64,1050,350,68,632
1985,Butte County,49,0,2,2,45,551,184,26,341
1985,Butte County,0,0,0,0,0,1,0,0,1
1985,Butte County,0,0,0,0,0,90,4,3,83
1985,Butte County,2,0,0,0,2,378,39,12,327
1985,Butte County,3,0,0,0,3,34,7,3,24
1985,Butte County,1,0,0,0,1,165,0,146,19
1985,Calaveras County,195,19,7,3,166,796,465,8,323
1985,Calaveras County,19,0,1,0,18,98,21,7,70
1985,Calaveras County,0,0,0,0,0,1,0,0,1
1985,Calaveras County,0,0,0,0,0,0,0,0,0
1985,Calaveras County,0,0,0,0,0,27,0,27,0
1985,Colusa County,35,2,6,0,27,363,128,17,218
1985,Colusa County,2,0,0,0,2,189,50,10,129
1985,Colusa County,11,0,0,2,9,66,19,7,40
1985,Colusa County,0,0,0,0,0,1,0,0,1
1985,Colusa County,0,0,0,0,0,6,0,5,1
1985,Contra Costa County,528,13,51,139,325,6053,2467,9,3577
1985,Contra Costa County,191,5,16,65,105,2837,802,186,1849
1985,Contra Costa County,13,1,1,0,11,212,58,11,143
1985,Contra Costa County,2,0,1,0,1,87,36,1,50
1985,Contra Costa County,406,3,29,106,268,6102,1428,446,4228
1985,Contra Costa County,186,0,10,146,30,1609,398,80,1131
1985,Contra Costa County,44,0,2,3,39,214,73,21,120
1985,Contra Costa County,88,0,4,25,59,874,291,57,526
1985,Contra Costa County,643,8,37,272,326,2323,1040,154,1129
1985,Contra Costa County,90,1,6,56,27,1719,371,74,1274
1985,Contra Costa County,1960,19,105,778,1058,7493,2774,632,4087
1985,Contra Costa County,407,6,9,166,226,2647,664,179,1804
1985,Contra Costa County,117,2,16,36,63,2537,468,186,1883
1985,Contra Costa County,3,1,0,2,0,86,35,2,49
1985,Contra Costa County,64,0,3,16,45,1344,425,107,812
1985,Contra Costa County,20,0,3,11,6,646,186,26,434
1985,Contra Costa County,7,0,0,2,5,245,68,4,173
1985,Contra Costa County,12,2,6,2,2,87,5,3,79
1985,Contra Costa County,47,0,1,36,10,820,2,187,631
1985,Contra Costa County,16,0,0,0,16,23,0,0,23
1985,Contra Costa County,6,0,0,0,6,10,2,0,8
1985,Contra Costa County,6,0,0,5,1,245,22,4,219
1985,Contra Costa County,22,1,2,6,13,783,196,36,551
1985,Contra Costa County,21,0,1,8,12,770,171,36,563
1985,Contra Costa County,0,0,0,0,0,12,1,1,10
1985,Contra Costa County,2,0,0,0,2,31,16,0,15
1985,Contra Costa County,0,0,0,0,0,563,0,506,57
1985,Del Norte County,69,3,7,2,57,577,276,6,295
1985,Del Norte County,37,0,1,6,30,352,109,15,228
1985,Del Norte County,0,0,0,0,0,29,0,29,0
1985,El Dorado County,143,5,9,12,117,2341,1162,10,1169
1985,El Dorado County,26,2,0,6,18,503,127,48,328
1985,El Dorado County,123,1,14,54,54,1588,567,88,933
1985,El Dorado County,0,0,0,0,0,0,0,0,0
1985,El Dorado County,0,0,0,0,0,20,7,0,13
1985,El Dorado County,0,0,0,0,0,125,0,96,29
1985,Fresno County,3,0,0,0,3,83,0,74,9
1986,Fresno County,6,0,0,0,6,94,0,73,21
1987,Fresno County,4,0,0,0,4,86,0,61,25
1988,Fresno County,3,0,0,0,3,103,0,79,24
1989,Fresno County,2,0,0,0,2,100,0,73,27
1990,Fresno County,6,0,0,0,6,118,0,91,27
1991,Fresno County,0,0,0,0,0,143,0,119,24
1992,Fresno County,2,0,0,0,2,154,0,117,37
1993,Fresno County,2,0,0,0,2,147,0,129,18
1994,Fresno County,4,0,0,0,4,105,0,96,9
1995,Fresno County,0,0,0,0,0,150,7,126,17
1996,Fresno County,4,0,0,0,4,280,4,256,20
1997,Fresno County,6,0,0,0,6,123,1,121,1
1998,Fresno County,7,0,0,0,7,161,2,148,11
1999,Fresno County,5,0,0,2,3,126,1,124,1
2000,Fresno County,2,0,0,0,2,133,2,114,17
2001,Fresno County,0,0,0,0,0,197,3,172,22
2002,Fresno County,0,0,0,0,0,105,1,97,7
2003,Fresno County,0,0,0,0,0,154,3,146,5
2004,Fresno County,1,0,0,0,1,132,1,129,2
1985,Glenn County,68,2,6,3,57,215,131,0,84
1985,Glenn County,14,0,1,3,10,298,108,17,173
1985,Glenn County,9,0,1,4,4,282,71,7,204
1985,Glenn County,0,0,0,0,0,0,0,0,0
1985,Glenn County,3,0,0,0,3,9,0,9,0
1985,Humboldt County,179,4,22,15,138,1674,672,47,955
1985,Humboldt County,53,1,7,7,38,725,159,28,538
1985,Humboldt County,155,2,7,35,111,2602,770,94,1738
1985,Humboldt County,5,0,0,0,5,34,10,1,23
1985,Humboldt County,73,0,0,2,71,409,105,19,285
1985,Humboldt County,23,0,0,0,23,98,40,2,56
1985,Humboldt County,5,0,1,0,4,217,19,1,197
1985,Humboldt County,0,0,0,0,0,0,0,0,0
1985,Humboldt County,1,0,0,0,1,65,2,0,63
1985,Humboldt County,1,0,1,0,0,48,13,1,34
1985,Humboldt County,0,0,0,0,0,70,0,70,0
1985,Imperial County,150,2,10,25,113,1679,668,44,967
1985,Imperial County,144,2,7,45,90,1512,538,70,904
1985,Imperial County,93,0,1,35,57,1807,425,186,1196
1985,Imperial County,157,0,13,44,100,3412,1027,138,2247
1985,Imperial County,3,0,0,1,2,329,94,14,221
1985,Imperial County,6,1,0,1,4,227,55,13,159
1985,Imperial County,12,0,1,1,10,53,18,0,35
1985,Imperial County,0,0,0,0,0,0,0,0,0
1985,Imperial County,0,0,0,0,0,12,2,0,10
1985,Imperial County,0,0,0,0,0,0,0,0,0
1985,Imperial County,0,0,0,0,0,72,0,65,7
1985,Inyo County,43,2,5,2,34,323,98,3,222
1985,Inyo County,7,0,0,0,7,144,12,5,127
1985,Inyo County,0,0,0,0,0,0,0,0,0
1985,Inyo County,0,0,0,0,0,14,0,14,0
1985,Kern County,1715,34,122,486,1073,13762,4455,800,8507
1985,Kern County,74,1,0,10,63,384,138,20,226
1985,Kern County,1202,17,69,599,517,11719,3856,841,7022
1985,Kern County,116,0,10,27,79,824,282,53,489
1985,Kern County,14,0,1,1,12,31,13,2,16
1985,Kern County,25,1,2,5,17,169,72,12,85
1985,Kern County,138,2,5,15,116,806,253,59,494
1985,Kern County,42,1,3,3,35,488,139,17,332
1985,Kern County,41,0,1,0,40,352,103,28,221
1985,Kern County,6,0,0,1,5,126,19,7,100
1985,Kern County,30,0,2,1,27,89,25,3,61
1985,Kern County,47,0,0,1,46,301,59,6,236
1985,Kern County,0,0,0,0,0,2,2,0,0
1985,Kern County,1,0,0,0,1,16,5,0,11
1985,Kern County,12,0,0,0,12,13,1,0,12
1985,Kern County,2,0,0,0,2,13,2,0,11
1985,Kern County,1,0,0,0,1,69,13,1,55
1985,Kern County,0,0,0,0,0,17,2,0,15
1985,Kern County,5,0,0,0,5,207,0,144,63
1985,Kings County,278,4,12,24,238,1333,548,21,764
1985,Kings County,46,0,1,12,33,460,135,21,304
1985,Kings County,99,1,10,37,51,1680,340,74,1266
1985,Kings County,37,1,4,7,25,522,137,22,363
1985,Kings County,0,0,0,0,0,6,2,0,4
1985,Kings County,0,0,0,0,0,0,0,0,0
1985,Kings County,1,0,0,0,1,24,1,0,23
1985,Kings County,0,0,0,0,0,1,0,0,1
1985,Kings County,1,0,0,0,1,84,0,75,9
1985,Lake County,333,1,10,8,314,1137,560,2,575
1985,Lake County,30,0,2,7,21,291,106,6,179
1985,Lake County,40,0,2,8,30,976,343,57,576
1985,Lake County,0,0,0,0,0,15,1,0,14
1985,Lake County,0,0,0,0,0,61,0,61,0
1985,Lassen County,72,1,6,2,63,233,118,1,114
1985,Lassen County,75,0,3,3,69,296,92,13,191
1985,Lassen County,0,0,0,0,0,0,0,0,0
1985,Lassen County,0,0,0,0,0,0,0,0,0
1985,Lassen County,0,0,0,0,0,27,0,20,7
1985,Los Angeles County,10624,164,520,3822,6118,38794,14937,6636,17221
1985,Los Angeles County,469,4,15,199,251,3679,1104,496,2079
1985,Los Angeles County,160,2,9,73,76,2193,547,299,1347
1985,Los Angeles County,110,0,2,36,72,474,171,66,237
1985,Los Angeles County,10,0,1,2,7,173,62,23,88
1985,Los Angeles County,236,4,16,97,119,2122,711,174,1237
1985,Los Angeles County,407,9,15,178,205,2686,1607,330,749
1985,Los Angeles County,260,1,4,159,96,1054,493,187,374
1985,Los Angeles County,416,3,17,169,227,2482,900,450,1132
1985,Los Angeles County,441,6,16,159,260,1626,538,203,885
1985,Los Angeles County,20,1,0,1,18,109,64,8,37
1985,Los Angeles County,40,0,0,0,40,73,16,1,56
1985,Los Angeles County,29,0,2,5,22,77,45,5,27
1985,Los Angeles County,43,0,0,1,42,308,121,0,187
1985,Los Angeles County,1,0,0,0,1,92,65,1,26
1985,Los Angeles County,13,0,1,1,11,205,70,8,127
1985,Los Angeles County,307,0,7,201,99,2456,485,236,1735
1985,Los Angeles County,1,0,0,0,1,20,11,0,9
1985,Los Angeles County,331,2,30,196,103,3612,941,626,2045
1985,Los Angeles County,102,4,7,66,25,1559,506,66,987
1985,Los Angeles County,193,3,9,88,93,2047,404,374,1269
1985,Los Angeles County,2530,55,140,1157,1178,5325,2019,1270,2036
1985,Los Angeles County,265,0,14,100,151,1907,531,213,1163
1985,Los Angeles County,119,4,5,49,61,685,262,112,311
1985,Los Angeles County,374,4,16,272,82,2854,612,527,1715
1985,Los Angeles County,256,1,11,115,129,2919,860,445,1614
1985,Los Angeles County,0,0,0,0,0,5,1,0,4
1985,Los Angeles County,1,0,0,0,1,5,0,3,2
1985,Santa Clara County,2,0,0,0,2,38,4,2,32
1985,Los Angeles County,326,2,31,212,81,4101,1206,608,2287
1985,Los Angeles County,125,2,7,55,61,699,318,48,333
1985,Los Angeles County,1085,8,80,426,571,4724,2010,647,2067
1985,Los Angeles County,87,0,4,29,54,903,144,174,585
1985,Los Angeles County,618,3,22,452,141,2779,825,620,1334
1985,Los Angeles County,479,4,17,263,195,6926,1916,922,4088
1985,Los Angeles County,192,1,10,48,133,1392,490,86,816
1985,Los Angeles County,152,4,6,53,89,562,184,71,307
1985,Los Angeles County,711,5,26,386,294,3832,1034,757,2041
1985,Los Angeles County,73,0,6,36,31,869,283,101,485
1985,Los Angeles County,0,0,0,0,0,21,8,2,11
1985,Los Angeles County,501,11,40,304,146,3085,795,973,1317
1985,Los Angeles County,158,1,7,72,78,2321,292,449,1580
1985,Los Angeles County,1891,27,106,1164,594,6274,2276,1563,2435
1985,Los Angeles County,41,0,2,5,34,241,120,32,89
1985,Los Angeles County,391,4,15,166,206,2866,749,471,1646
1985,Los Angeles County,141,0,4,33,104,1182,463,151,568
1985,Los Angeles County,307,3,12,116,176,1417,579,173,665
1985,Los Angeles County,98,1,7,39,51,812,323,53,436
1985,Los Angeles County,254,1,18,113,122,1164,471,174,519
1985,Los Angeles County,132,0,7,44,81,575,180,74,321
1985,Los Angeles County,4134,63,235,2405,1431,26661,8271,4178,14212
1985,Los Angeles County,52832,777,2318,27938,21799,241572,63963,51641,125968
1985,Los Angeles County,953,7,42,453,451,2549,1064,452,1033
1985,Los Angeles County,129,0,15,55,59,1650,396,225,1029
1985,Los Angeles County,144,1,4,74,65,705,282,149,274
1985,Los Angeles County,269,4,15,142,108,1939,685,167,1087
1985,Los Angeles County,322,2,15,166,139,2948,859,493,1596
1985,Los Angeles County,285,6,8,187,84,2696,893,475,1328
1985,Los Angeles County,649,3,33,220,393,3186,1103,447,1636
1985,Los Angeles County,267,1,9,52,205,1265,477,134,654
1985,Los Angeles County,17,0,2,3,12,197,57,8,132
1985,Los Angeles County,436,6,14,130,286,2152,756,377,1019
1985,Los Angeles County,1488,29,58,704,697,9791,2671,1087,6033
1985,Los Angeles County,412,3,10,129,270,1883,703,278,902
1985,Los Angeles County,1912,24,86,842,960,7793,2926,845,4022
1985,Los Angeles County,249,4,12,136,97,3245,909,423,1913
1985,Los Angeles County,4,0,1,1,2,24,4,4,16
1985,Los Angeles County,20,1,1,7,11,278,82,19,177
1985,Los Angeles County,369,3,10,152,204,1948,620,314,1014
1985,Los Angeles County,110,1,8,26,75,1036,443,93,500
1985,Los Angeles County,281,0,7,106,168,982,287,186,509
1985,Los Angeles County,253,0,9,71,173,1569,575,164,830
1985,Los Angeles County,20,0,0,13,7,318,83,10,225
1985,Los Angeles County,191,3,6,62,120,1527,444,255,828
1985,Los Angeles County,915,7,56,477,375,8880,1736,1369,5775
1985,Los Angeles County,16,1,0,3,12,190,73,14,103
1985,Los Angeles County,59,1,1,26,31,649,230,74,345
1985,Los Angeles County,226,2,8,74,142,1048,386,185,477
1985,Los Angeles County,548,3,20,346,179,3280,1183,665,1432
1985,Los Angeles County,68,1,1,31,35,713,426,95,192
1985,Los Angeles County,66,0,5,26,35,857,345,86,426
1985,Los Angeles County,635,4,37,331,263,6543,1492,1124,3927
1985,Los Angeles County,69,1,3,29,36,864,181,192,491
1985,Los Angeles County,55,0,7,10,38,510,202,58,250
1985,Los Angeles County,442,6,22,205,209,5109,1397,852,2860
1985,Los Angeles County,258,3,20,98,137,2827,806,281,1740
1985,Los Angeles County,636,7,22,269,338,3911,1459,641,1811
1985,Los Angeles County,4,0,3,0,1,250,13,12,225
1985,Los Angeles County,77,1,4,17,55,674,230,69,375
1985,Los Angeles County,7,0,0,3,4,161,58,31,72
1985,Los Angeles County,16,0,0,2,14,630,35,36,559
1985,Los Angeles County,10,0,2,2,6,680,218,107,355
1985,Los Angeles County,3,0,0,0,3,427,15,26,386
1985,Los Angeles County,52,1,1,16,34,434,178,38,218
1985,Los Angeles County,311,6,32,55,218,2466,888,220,1358
1985,Los Angeles County,40,0,2,23,15,2152,439,187,1526
1985,Los Angeles County,95,0,0,44,51,725,226,92,407
1985,Los Angeles County,34,0,0,0,34,337,0,263,74
1985,Madera County,394,3,16,36,339,1641,832,9,800
1985,Madera County,25,0,0,3,22,336,91,13,232
1985,Madera County,191,4,4,79,104,1067,439,91,537
1985,Madera County,1,0,0,0,1,4,0,0,4
1985,Madera County,1,0,0,0,1,2,1,0,1
1985,Madera County,1,0,0,0,1,67,0,67,0
1985,Marin County,247,7,11,43,186,1721,554,18,1149
1985,Marin County,2,1,0,0,1,63,21,3,39
1985,Marin County,5,0,1,2,2,222,68,20,134
1985,Marin County,51,1,4,12,34,729,176,39,514
1985,Marin County,25,0,1,7,17,588,145,29,414
1985,Marin County,68,0,6,21,41,1327,439,83,805
1985,Marin County,7,0,1,1,5,60,20,5,35
1985,Marin County,17,0,1,7,9,412,90,15,307
1985,Marin County,153,1,7,69,76,2230,539,172,1519
1985,Marin County,11,0,1,6,4,355,70,18,267
1985,Marin County,16,0,0,3,13,209,47,6,156
1985,Marin County,0,0,0,0,0,1,0,0,1
1985,Marin County,2,0,0,0,2,55,8,0,47
1985,Marin County,3,0,0,1,2,26,7,0,19
1985,Marin County,0,0,0,0,0,104,0,73,31
1985,Mariposa County,34,2,3,1,28,200,91,4,105
1985,Mariposa County,0,0,0,0,0,14,0,13,1
1985,Mendocino County,170,4,15,20,131,1114,549,10,555
1985,Mendocino County,19,0,4,1,14,423,85,15,323
1985,Mendocino County,43,1,3,10,29,921,217,42,662
1985,Mendocino County,21,2,2,2,15,317,61,17,239
1985,Mendocino County,1,0,0,0,1,0,0,0,0
1985,Mendocino County,1,0,0,1,0,70,2,1,67
1985,Mendocino County,0,0,0,0,0,88,0,62,26
1985,Merced County,137,6,21,33,77,1389,575,0,814
1985,Merced County,64,1,6,9,48,852,241,35,576
1985,Merced County,15,2,0,2,11,154,69,10,75
1985,Merced County,4,0,0,0,4,76,11,2,63
1985,Merced County,29,0,3,2,24,192,77,15,100
1985,Merced County,64,2,0,17,45,729,200,31,498
1985,Merced County,192,2,15,63,112,3117,668,128,2321
1985,Merced County,3,0,0,0,3,4,1,0,3
1985,Merced County,0,0,0,0,0,3,2,0,1
1985,Merced County,1,0,0,0,1,122,3,0,119
1985,Merced County,0,0,0,0,0,40,1,0,39
1985,Merced County,0,0,0,0,0,1,0,0,1
1985,Merced County,0,0,0,0,0,113,0,109,4
1985,Modoc County,23,1,0,1,21,111,41,1,69
1985,Modoc County,17,0,0,1,16,138,66,8,64
1985,Modoc County,0,0,0,0,0,3,0,0,3
1985,Modoc County,0,0,0,0,0,4,0,4,0
1985,Mono County,37,0,3,2,32,566,208,11,347
1985,Mono County,0,0,0,0,0,8,0,8,0
1985,Monterey County,287,8,39,59,181,2844,1196,2,1646
1985,Monterey County,12,0,1,9,2,340,84,11,245
1985,Monterey County,1,0,0,0,1,42,9,1,32
1985,Monterey County,22,1,1,3,17,257,136,17,104
1985,Monterey County,4,0,0,1,3,151,44,2,105
1985,Monterey County,69,1,1,7,60,289,48,12,229
1985,Monterey County,127,4,14,59,50,1999,466,79,1454
1985,Monterey County,44,0,2,10,32,556,123,16,417
1985,Monterey County,634,10,32,167,425,7102,1477,305,5320
1985,Monterey County,0,0,0,0,0,8,6,0,2
1985,Monterey County,559,1,25,117,416,1450,412,86,952
1985,Monterey County,47,1,0,8,38,196,58,9,129
1985,Monterey County,45,0,5,14,26,478,156,12,310
1985,Monterey County,0,0,0,0,0,18,5,5,8
1985,Monterey County,1,0,0,0,1,9,7,0,2
1985,Monterey County,0,0,0,0,0,58,3,1,54
1985,Monterey County,2,0,1,1,0,45,17,1,27
1985,Monterey County,0,0,0,0,0,151,0,125,26
1985,Napa County,163,4,9,8,142,1047,394,4,649
1985,Napa County,22,0,0,0,22,159,27,4,128
1985,Napa County,271,0,20,26,225,3241,757,178,2306
1985,Napa County,1,0,0,0,1,105,27,5,73
1985,Napa County,0,0,0,0,0,1,0,0,1
1985,Napa County,0,0,0,0,0,0,0,0,0
1986,Santa Clara County,2,0,0,0,2,39,20,1,18
1985,Napa County,0,0,0,0,0,110,0,110,0
1985,Nevada County,127,6,6,7,108,1451,504,5,942
1985,Nevada County,48,0,2,8,38,455,130,29,296
1985,Nevada County,27,0,2,1,24,192,50,15,127
1985,Nevada County,0,0,0,0,0,3,0,0,3
1985,Nevada County,0,0,0,0,0,18,2,0,16
1985,Nevada County,0,0,0,0,0,92,0,87,5
1985,Orange County,602,6,53,161,382,10082,3547,673,5862
1985,Orange County,1162,16,107,601,438,16409,5160,1706,9543
1985,Orange County,173,2,3,28,140,1750,436,194,1120
1985,Orange County,340,2,11,153,174,3321,1086,521,1714
1985,Orange County,456,1,31,181,243,5913,1582,529,3802
1985,Orange County,116,0,11,58,47,1669,479,115,1075
1985,Orange County,38,1,2,22,13,440,121,71,248
1985,Orange County,159,1,8,86,64,2652,650,194,1808
1985,Orange County,416,5,33,172,206,6213,1537,514,4162
1985,Orange County,823,13,47,401,362,8498,2662,854,4982
1985,Orange County,466,4,38,172,252,8033,2350,767,4916
1985,Orange County,73,2,11,26,34,1126,416,66,644
1985,Orange County,129,1,8,52,68,2132,600,151,1381
1985,Orange County,32,1,1,22,8,546,172,44,330
1985,Orange County,152,1,18,43,90,4698,1187,371,3140
1985,Orange County,455,5,23,201,226,5354,1566,551,3237
1985,Orange County,96,3,3,44,46,1333,533,74,726
1985,Orange County,70,2,8,24,36,976,291,113,572
1985,Orange County,60,0,6,11,43,810,245,81,484
1985,Orange County,1558,33,59,865,601,20901,5097,2314,13490
1985,Orange County,89,0,0,29,60,813,267,79,467
1985,Orange County,159,5,5,113,36,1411,757,173,481
1985,Orange County,346,5,17,69,255,2768,710,210,1848
1985,Orange County,9,0,2,3,4,160,66,14,80
1985,Orange County,317,3,20,164,130,4061,1312,589,2160
1985,Orange County,82,1,0,8,73,678,226,53,399
1985,Orange County,120,2,13,34,71,3582,1037,206,2339
1985,Orange County,4,0,1,0,3,325,18,24,283
1985,Orange County,42,0,0,0,42,20,15,0,5
1985,Orange County,0,0,0,0,0,0,0,0,0
1985,Orange County,1,0,0,0,1,4,2,0,2
1985,Orange County,8,0,0,3,5,143,10,2,131
1985,Orange County,3,0,2,0,1,125,11,6,108
1985,Orange County,5,0,2,0,3,82,5,0,77
1985,Orange County,5,0,1,0,4,609,117,15,477
1985,Orange County,5,0,1,0,4,85,26,0,59
1985,Orange County,2,0,0,0,2,46,0,46,0
1985,Placer County,339,5,11,28,295,2765,1075,15,1675
1985,Placer County,18,1,3,5,9,539,95,32,412
1985,Placer County,10,1,0,1,8,72,29,6,37
1985,Placer County,29,0,0,2,27,214,56,13,145
1985,Placer County,25,0,0,4,21,341,98,17,226
1985,Placer County,92,1,5,40,46,1856,478,118,1260
1985,Placer County,3,0,0,0,3,41,14,0,27
1985,Placer County,0,0,0,0,0,0,0,0,0
1985,Placer County,0,0,0,0,0,167,0,153,14
1985,Plumas County,49,0,2,4,43,882,248,3,631
1985,Plumas County,0,0,0,0,0,0,0,0,0
1985,Plumas County,0,0,0,0,0,2,2,0,0
1985,Plumas County,0,0,0,0,0,16,0,15,1
1985,Riverside County,1874,42,112,528,1192,21072,8424,1946,10702
1985,Riverside County,118,3,4,30,81,1559,517,83,959
1985,Riverside County,59,3,4,11,41,592,148,47,397
1985,Riverside County,74,1,4,12,57,915,174,40,701
1985,Riverside County,94,0,6,22,66,846,313,33,500
1985,Riverside County,59,0,4,14,41,446,205,43,198
1985,Riverside County,111,1,4,24,82,1737,367,97,1273
1985,Riverside County,389,6,18,159,206,3892,1119,243,2530
1985,Riverside County,224,1,29,79,115,2944,1116,238,1590
1985,Riverside County,121,0,4,54,63,1213,432,101,680
1985,Riverside County,1870,14,98,580,1178,13818,4574,972,8272
1985,Riverside County,41,1,1,6,33,619,246,40,333
1985,Riverside County,190,4,4,102,80,3366,1172,315,1879
1985,Riverside County,10,0,0,0,10,24,10,0,14
1985,Riverside County,3,0,0,0,3,6,2,0,4
1985,Riverside County,0,0,0,0,0,1,1,0,0
1985,Riverside County,5,0,1,0,4,90,6,2,82
1985,Riverside County,82,3,4,22,53,880,346,78,456
1985,Riverside County,0,0,0,0,0,2,0,0,2
1985,Riverside County,1,0,0,0,1,0,0,0,0
1985,Riverside County,0,0,0,0,0,6,1,0,5
1985,Riverside County,2,0,1,0,1,293,12,11,270
1985,Riverside County,0,0,0,0,0,10,3,0,7
1985,Riverside County,0,0,0,0,0,83,0,81,2
1985,Sacramento County,2,0,0,0,2,435,0,389,46
1986,Sacramento County,7,0,0,0,7,435,0,379,56
1987,Sacramento County,1,0,0,0,1,467,0,413,54
1988,Sacramento County,0,0,0,0,0,601,0,518,83
1989,Sacramento County,0,0,0,0,0,1644,0,1557,87
1990,Sacramento County,3,0,0,0,3,5858,0,5473,385
1991,Sacramento County,0,0,0,0,0,7498,0,6979,519
1992,Sacramento County,0,0,0,0,0,7408,0,6800,608
1993,Sacramento County,0,0,0,0,0,8605,0,8057,548
1994,Sacramento County,0,0,0,0,0,10142,0,9501,641
1995,Sacramento County,19,0,0,4,15,9557,23,8523,1011
1996,Sacramento County,15,0,1,5,9,9653,56,8811,786
1997,Sacramento County,13,0,0,2,11,11297,74,10163,1060
1985,San Benito County,88,0,3,4,81,286,154,3,129
1985,San Benito County,57,1,4,11,41,967,293,45,629
1985,San Benito County,4,0,0,0,4,28,4,1,23
1985,San Benito County,0,0,0,0,0,0,0,0,0
1985,San Benito County,0,0,0,0,0,0,0,0,0
1985,San Benito County,0,0,0,0,0,5,1,0,4
1985,San Benito County,0,0,0,0,0,15,0,15,0
1985,San Bernardino County,2575,53,117,411,1994,14706,6511,1457,6738
1985,San Bernardino County,165,4,9,36,116,1074,256,103,715
1985,San Bernardino County,210,1,9,74,126,1984,791,151,1042
1985,San Bernardino County,318,2,7,87,222,1903,647,165,1091
1985,San Bernardino County,328,1,27,106,194,3314,1049,278,1987
1985,San Bernardino County,272,5,13,157,97,2220,741,286,1193
1985,San Bernardino County,55,0,3,3,49,375,105,28,242
1985,San Bernardino County,1001,8,68,291,634,6758,2506,621,3631
1985,San Bernardino County,181,1,17,50,113,2230,892,144,1194
1985,San Bernardino County,316,2,21,152,141,2911,1098,320,1493
1985,San Bernardino County,2248,17,104,1041,1086,12753,4494,1339,6920
1985,San Bernardino County,138,6,12,72,48,2428,666,216,1546
1985,San Bernardino County,329,2,19,62,246,1750,496,187,1067
1985,San Bernardino County,49,0,2,4,43,164,62,12,90
1985,San Bernardino County,2,0,0,0,2,75,18,3,54
1985,San Bernardino County,166,5,16,41,104,2531,1198,228,1105
1985,San Bernardino County,52,0,0,0,52,114,32,3,79
1985,San Bernardino County,28,0,0,0,28,33,11,1,21
1985,San Bernardino County,0,0,0,0,0,11,7,0,4
1985,San Bernardino County,53,2,3,3,45,511,183,28,300
1985,San Bernardino County,26,0,0,6,20,390,183,39,168
1985,San Bernardino County,53,0,3,27,23,494,197,56,241
1985,San Bernardino County,0,0,0,0,0,26,2,1,23
1985,San Bernardino County,5,0,1,3,1,51,13,3,35
1985,San Bernardino County,4,0,0,0,4,104,0,96,8
1985,San Diego County,2005,42,90,451,1422,18301,7333,2277,8691
1985,San Diego County,167,2,9,76,80,2126,628,190,1308
1985,San Diego County,489,3,17,150,319,4954,1325,942,2687
1985,San Diego County,72,0,6,12,54,904,194,88,622
1985,San Diego County,285,8,27,98,152,4648,1053,526,3069
1985,San Diego County,281,3,14,75,189,3889,1178,396,2315
1985,San Diego County,132,0,10,51,71,2369,620,321,1428
1985,San Diego County,497,3,40,270,184,4161,794,961,2406
1985,San Diego County,572,6,36,180,350,4269,1409,478,2382
1985,San Diego County,6250,96,338,3062,2754,61643,16363,10060,35220
1985,San Diego County,26,0,3,6,17,1158,65,56,1037
1985,San Diego County,21,0,0,1,20,9,0,0,9
