RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/14,2/28/21,3/31/21,Bdrm,CAGR,Lat,Lng
91367,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,616902.0,871777,884435,3,43.367179876220206,33.6917281,-116.4075854
91801,Zip,CA,CA,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles County,539771.0,771001,774023,3,43.39840413805114,37.68000019999999,-122.4863492
90720,Zip,CA,CA,Los Alamitos,Los Angeles-Long Beach-Anaheim,Orange County,779826.0,1104972,1118305,3,43.40442611556937,33.7976003,-118.0712981
94949,Zip,CA,CA,Novato,San Francisco-Oakland-Hayward,Marin County,395508.0,565214,567242,2,43.42111916825955,38.0599857,-122.503327
93609,Zip,CA,CA,Caruthers,Fresno,Fresno County,119741.0,169923,171748,1,43.432909362707846,36.52027750000001,-119.8583772
92110,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,387030.0,549471,555163,2,43.44185205281244,32.7657318,-117.199996
95135,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,493885.0,713683,708462,2,43.446753798961296,37.2751505,-121.685341
94598,Zip,CA,CA,Walnut Creek,San Francisco-Oakland-Hayward,Contra Costa County,742432.0,1053728,1065211,3,43.47590082324038,37.89618249999999,-121.9814354
91307,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,372223.0,531438,534052,2,43.4763569150751,34.2124444,-118.6848112
93668,Zip,CA,CA,Tranquillity,Fresno,Fresno County,110271.0,159615,158233,2,43.4946631480625,36.6411184,-120.2743484
95721,Zip,CA,CA,Twin Bridges,Sacramento--Roseville--Arden-Arcade,El Dorado County,218918.0,307260,314173,2,43.51172585168876,38.8349932,-120.078078
96075,Zip,CA,CA,Paynes Creek,Red Bluff,Tehama County,181125.0,256162,259938,3,43.51304347826087,38.6969922,-121.5940773
92780,Zip,CA,CA,Tustin,Los Angeles-Long Beach-Anaheim,Orange County,316752.0,451330,454587,2,43.515115926655554,33.7372177,-117.8135579
95526,Zip,CA,CA,Bridgeville,Eureka-Arcata-Fortuna,Humboldt County,287619.0,409650,412827,3,43.532589988839405,40.4606038,-123.6497843
95005,Zip,CA,CA,Ben Lomond,Santa Cruz-Watsonville,Santa Cruz County,437766.0,642153,628376,1,43.54152675173494,37.0945364,-122.0951062
94563,Zip,CA,CA,Orinda,San Francisco-Oakland-Hayward,Contra Costa County,1147438.0,1612429,1647313,3,43.564445312077865,37.8912529,-122.1859572
94087,Zip,CA,CA,Sunnyvale,San Jose-Sunnyvale-Santa Clara,Santa Clara County,796472.0,1155430,1143470,2,43.566879940537774,37.3492097,-122.0326019
93602,Zip,CA,CA,Auberry,Fresno,Fresno County,250222.0,356225,359270,3,43.5805005155422,37.0795598,-119.3947135
92108,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,348518.0,495093,500484,2,43.603486763954805,32.7742488,-117.1411815
95127,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,316536.0,458269,454569,1,43.6073621957692,37.373498,-121.7594384
95008,Zip,CA,CA,Campbell,San Jose-Sunnyvale-Santa Clara,Santa Clara County,415414.0,604689,596568,1,43.60806328144935,37.2770029,-121.9529992
90712,Zip,CA,CA,Lakewood,Los Angeles-Long Beach-Anaheim,Los Angeles County,432155.0,615842,620715,2,43.63249297127188,33.8493162,-118.153228
93720,Zip,CA,CA,Fresno,Fresno,Fresno County,259238.0,368435,372395,3,43.64985071633017,34.2252697,-118.442596
94018,Zip,CA,CA,Half Moon Bay,San Francisco-Oakland-Hayward,San Mateo County,690792.0,995386,992547,2,43.68246881839975,37.5017068,-122.4688381
90006,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,479459.0,691711,688918,2,43.686530026550756,34.0470832,-118.2965121
91311,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,319433.0,453097,458999,1,43.691791392874244,38.2672631,-122.1064668
94105,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,2423557.0,3484345,3483690,3,43.74285399518146,37.7890183,-122.3915063
90046,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,452491.0,647755,650469,1,43.752914422607304,34.1147313,-118.3637264
93962,Zip,CA,CA,Salinas,Salinas,Monterey County,498907.0,703635,717331,3,43.78050418214216,36.6250909,-121.6461352
94102,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1106682.0,1598238,1591195,3,43.78068858082087,37.7786871,-122.4212424
90732,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,401222.0,575078,577061,2,43.82586199161562,33.7349075,-118.3140488
94539,Zip,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County,536948.0,771524,772462,2,43.86160298576399,37.5148444,-121.9131761
90501,Zip,CA,CA,Torrance,Los Angeles-Long Beach-Anaheim,Los Angeles County,559948.0,801391,805628,3,43.87550272525306,38.5386881,-122.695547
92305,Zip,CA,CA,Angelus Oaks,Riverside-San Bernardino-Ontario,San Bernardino County,289263.0,412635,416248,3,43.89949630612971,34.1752565,-116.8674757
94104,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1826429.0,2636016,2628370,3,43.907592356450756,37.7911148,-122.4021273
95762,Zip,CA,CA,El Dorado Hills,Sacramento--Roseville--Arden-Arcade,El Dorado County,405368.0,574642,583437,2,43.927739732786016,34.2801972,-118.4980744
91502,Zip,CA,CA,Burbank,Los Angeles-Long Beach-Anaheim,Los Angeles County,363166.0,522744,522722,1,43.93472957270229,34.1772371,-118.3082034
90815,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,565819.0,807365,814517,3,43.95363181512109,33.9415653,-117.3733989
94114,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1090094.0,1570057,1569353,2,43.96492412580933,37.5685247,-122.367428
95709,Zip,CA,CA,Camino,Sacramento--Roseville--Arden-Arcade,El Dorado County,322460.0,454730,464241,3,43.96855423928549,38.7586142,-120.6775054
93710,Zip,CA,CA,Fresno,Fresno,Fresno County,101532.0,144368,146177,2,43.971358783437736,37.2589827,-121.8847222
91016,Zip,CA,CA,Monrovia,Los Angeles-Long Beach-Anaheim,Los Angeles County,579401.0,828144,834202,3,43.97662413423518,38.2315738,-122.4693688
93035,Zip,CA,CA,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura County,336738.0,479274,484926,1,44.006913386668565,34.1903021,-119.2262667
93465,Zip,CA,CA,Templeton,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,465649.0,664271,670710,3,44.03767644728111,35.5316951,-120.7464897
92128,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,557966.0,792603,803683,3,44.037987977762086,32.79632220000001,-116.9675814
95041,Zip,CA,CA,Felton,Santa Cruz-Watsonville,Santa Cruz County,615515.0,883968,886585,3,44.03954412158924,37.0510751,-122.0584474
93442,Zip,CA,CA,Morro Bay,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,565965.0,802073,815299,3,44.05466769146502,35.4197336,-120.8269231
96123,Zip,CA,CA,Ravendale,Susanville,Lassen County,91761.0,131735,132193,3,44.062292259238674,40.8416845,-120.2444251
91709,Zip,CA,CA,Chino Hills,Riverside-San Bernardino-Ontario,San Bernardino County,320640.0,457182,461937,2,44.067178143712574,33.959453,-117.7256083
95959,Zip,CA,CA,Nevada City,Truckee-Grass Valley,Nevada County,402623.0,567575,580091,3,44.07795878526562,39.3153201,-120.9417368
93285,Zip,CA,CA,Wofford Heights,Bakersfield,Kern County,112400.0,161069,161953,2,44.086298932384345,35.7249556,-118.5097517
92548,Zip,CA,CA,Homeland,Riverside-San Bernardino-Ontario,Riverside County,193024.0,272179,278129,1,44.09037218169761,33.7552579,-117.1147095
91390,Zip,CA,CA,Santa Clarita,Los Angeles-Long Beach-Anaheim,Los Angeles County,441398.0,629786,636175,3,44.12729554732916,34.4964601,-118.3346172
95449,Zip,CA,CA,Hopland,Ukiah,Mendocino County,346818.0,490759,499869,3,44.13006245350587,38.9351173,-123.1014056
91791,Zip,CA,CA,West Covina,Los Angeles-Long Beach-Anaheim,Los Angeles County,465010.0,667284,670253,3,44.13733037999183,34.0566376,-117.8956062
93626,Zip,CA,CA,Friant,Fresno,Fresno County,287777.0,407607,414802,3,44.14008068747676,37.0429444,-119.6730939
93555,Zip,CA,CA,Ridgecrest,Bakersfield,Kern County,151717.0,216535,218708,3,44.155236394075814,37.7630254,-121.2397438
90621,Zip,CA,CA,Buena Park,Los Angeles-Long Beach-Anaheim,Orange County,464478.0,663019,669628,3,44.16786155641387,33.8794822,-117.9893301
93907,Zip,CA,CA,Salinas,Salinas,Monterey County,367286.0,531901,529865,1,44.26495973165326,36.7918545,-121.6511258
96109,Zip,CA,CA,Doyle,Susanville,Lassen County,59694.0,84837,86126,1,44.27915703420779,40.0060389,-120.112735
95922,Zip,CA,CA,Camptonville,Yuba City,Yuba County,152640.0,219266,220254,2,44.29638364779874,39.4882143,-121.0564425
91775,Zip,CA,CA,San Gabriel,Los Angeles-Long Beach-Anaheim,Los Angeles County,681933.0,975600,984117,3,44.31285771476083,34.1787581,-117.5848025
95054,Zip,CA,CA,Santa Clara,San Jose-Sunnyvale-Santa Clara,Santa Clara County,641029.0,935766,925172,2,44.32607573136317,38.743802,-121.1824925
91780,Zip,CA,CA,Temple City,Los Angeles-Long Beach-Anaheim,Los Angeles County,513407.0,734232,741084,2,44.346298355885295,34.0982956,-118.0595907
93446,Zip,CA,CA,Paso Robles,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,391003.0,558030,564472,3,44.365132748342084,35.6573145,-120.7579834
90731,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,421971.0,607371,609246,2,44.38101196527723,33.7241323,-118.2643567
96080,Zip,CA,CA,Red Bluff,Red Bluff,Tehama County,92607.0,132717,133748,1,44.42536741283056,40.1381076,-122.4014193
91016,Zip,CA,CA,Monrovia,Los Angeles-Long Beach-Anaheim,Los Angeles County,481004.0,692767,694714,2,44.42998395023742,37.373498,-121.7594384
95488,Zip,CA,CA,Westport,Ukiah,Mendocino County,361523.0,520768,522191,2,44.44198571045273,39.716228,-123.7741195
95405,Zip,CA,CA,Santa Rosa,Santa Rosa,Sonoma County,240201.0,343099,346959,1,44.44527708044513,38.43922999999999,-122.6673018
95010,Zip,CA,CA,Capitola,Santa Cruz-Watsonville,Santa Cruz County,493581.0,708879,712956,1,44.445592516729775,36.9764598,-121.9501551
93723,Zip,CA,CA,Fresno,Fresno,Fresno County,107380.0,155986,155109,1,44.44868690631402,36.7702756,-119.950926
92868,Zip,CA,CA,Orange,Los Angeles-Long Beach-Anaheim,Orange County,342280.0,491339,494456,2,44.459506836508126,33.78659,-117.8750976
91602,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,327147.0,472349,472717,1,44.496816415861986,34.1487141,-118.3608046
93022,Zip,CA,CA,Oak View,Oxnard-Thousand Oaks-Ventura,Ventura County,411484.0,580301,594628,1,44.50817042703969,34.3925151,-119.3076098
96051,Zip,CA,CA,Lakehead,Redding,Shasta County,117950.0,169224,170480,1,44.53582026282323,40.9608794,-122.3844187
91770,Zip,CA,CA,Rosemead,Los Angeles-Long Beach-Anaheim,Los Angeles County,469447.0,676381,678575,3,44.547733822987475,34.06173649999999,-118.0830047
95618,Zip,CA,CA,Davis,Sacramento--Roseville--Arden-Arcade,Yolo County,317250.0,459511,458786,2,44.6133963750985,38.518893,-121.6511258
92365,Zip,CA,CA,Newberry Springs,Riverside-San Bernardino-Ontario,San Bernardino County,76164.0,110447,110156,1,44.63000892810251,34.8628939,-116.6553351
95811,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,411773.0,592780,595659,1,44.65712904925772,38.5967128,-121.4941738
94507,Zip,CA,CA,Alamo,San Francisco-Oakland-Hayward,Contra Costa County,737459.0,1056344,1066829,2,44.662821933151534,37.8541701,-122.0098642
94949,Zip,CA,CA,Novato,San Francisco-Oakland-Hayward,Marin County,669150.0,962926,968090,3,44.674587162818504,38.0599857,-122.503327
94560,Zip,CA,CA,Newark,San Francisco-Oakland-Hayward,Alameda County,311667.0,453501,450927,1,44.68230515261481,37.837959,-122.2824021
94572,Zip,CA,CA,Rodeo,San Francisco-Oakland-Hayward,Contra Costa County,355080.0,508823,513788,2,44.69640644361834,38.02923,-122.2483726
95445,Zip,CA,CA,Gualala,Ukiah,Mendocino County,339111.0,485234,490704,1,44.703061829312524,38.8053731,-123.5056016
96121,Zip,CA,CA,Milford,Susanville,Lassen County,145563.0,206828,210655,2,44.71740758297095,40.17594769999999,-120.3666099
94923,Zip,CA,CA,Bodega Bay,Santa Rosa,Sonoma County,625695.0,895071,905626,2,44.73920999848169,38.3251691,-123.0451347
96142,Zip,CA,CA,Tahoma,Sacramento--Roseville--Arden-Arcade,El Dorado County,391460.0,564331,566608,2,44.74224697287079,39.0501303,-120.1416089
94526,Zip,CA,CA,Danville,San Francisco-Oakland-Hayward,Contra Costa County,902618.0,1283269,1306858,3,44.785280151736394,37.8006948,-121.9814354
90603,Zip,CA,CA,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles County,470829.0,676731,681724,3,44.79227065452638,37.9434927,-121.1481284
92108,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,520262.0,746286,753322,3,44.79666014431191,32.7742488,-117.1411815
94925,Zip,CA,CA,Corte Madera,San Francisco-Oakland-Hayward,Marin County,822236.0,1192099,1190746,2,44.818032778910194,37.920558,-122.5089856
95536,Zip,CA,CA,Ferndale,Eureka-Arcata-Fortuna,Humboldt County,239717.0,350849,347245,2,44.85622630017896,40.4998302,-124.2649051
91776,Zip,CA,CA,San Gabriel,Los Angeles-Long Beach-Anaheim,Los Angeles County,539069.0,779223,781142,3,44.90575417989163,34.0895991,-118.0947106
93226,Zip,CA,CA,Glennville,Bakersfield,Kern County,181111.0,262620,262496,3,44.93653063590837,35.756937,-118.6964752
93461,Zip,CA,CA,Shandon,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,250733.0,356529,363419,3,44.94262821407633,35.6271932,-120.2974199
93940,Zip,CA,CA,Monterey,Salinas,Monterey County,547882.0,782027,794164,2,44.951650172847444,36.5760412,-121.822098
90631,Zip,CA,CA,La Habra,Los Angeles-Long Beach-Anaheim,Orange County,488152.0,700367,707586,3,44.95198216948819,33.9226618,-117.9600466
92333,Zip,CA,CA,Fawnskin,Riverside-San Bernardino-Ontario,San Bernardino County,233455.0,333474,338422,2,44.96241245636204,34.2636333,-116.9734685
91356,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,598726.0,859065,867954,3,44.966812865985446,34.1662848,-118.5447787
93711,Zip,CA,CA,Fresno,Fresno,Fresno County,267038.0,382492,387125,3,44.970004269055345,36.8381393,-119.829443
94558,Zip,CA,CA,Napa,Napa,Napa County,503310.0,725392,729651,3,44.97049532097515,38.3170536,-122.3019206
94945,Zip,CA,CA,Novato,San Francisco-Oakland-Hayward,Marin County,605130.0,870016,877337,3,44.98322674466644,38.1218145,-122.5485873
91335,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,211981.0,308710,307436,1,45.02997910190064,34.2035088,-118.5389414
95444,Zip,CA,CA,Graton,Santa Rosa,Sonoma County,511024.0,731194,741153,3,45.03291430539466,38.4336687,-122.8690828
95066,Zip,CA,CA,Scotts Valley,Santa Cruz-Watsonville,Santa Cruz County,721781.0,1039146,1046871,3,45.03997750010045,37.0702838,-122.0155491
92844,Zip,CA,CA,Garden Grove,Los Angeles-Long Beach-Anaheim,Orange County,319016.0,459115,462718,2,45.04538957293678,33.7636344,-117.9688322
92869,Zip,CA,CA,Orange,Los Angeles-Long Beach-Anaheim,Orange County,250226.0,360222,363146,1,45.12720500667397,33.8038894,-117.77252
92683,Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County,524155.0,756549,760717,3,45.132069712203446,33.7531536,-118.0010421
94582,Zip,CA,CA,San Ramon,San Francisco-Oakland-Hayward,Contra Costa County,775595.0,1107073,1125711,3,45.14160096442087,37.7639471,-121.9131761
92883,Zip,CA,CA,Corona,Riverside-San Bernardino-Ontario,Riverside County,359084.0,511812,521205,3,45.14848893295162,33.7407483,-117.4791295
96090,Zip,CA,CA,Tehama,Red Bluff,Tehama County,126233.0,182819,183235,3,45.1561794459452,40.0233664,-122.1220856
92610,Zip,CA,CA,Lake Forest,Los Angeles-Long Beach-Anaheim,Orange County,256825.0,370772,372799,1,45.15681884551738,33.6917217,-117.6610854
91750,Zip,CA,CA,La Verne,Los Angeles-Long Beach-Anaheim,Los Angeles County,484163.0,697483,702942,3,45.18705477287608,34.1945949,-117.77252
93261,Zip,CA,CA,Richgrove,Visalia-Porterville,Tulare County,132222.0,191199,191974,3,45.19066418599023,35.8055077,-119.1128936
91722,Zip,CA,CA,Covina,Los Angeles-Long Beach-Anaheim,Los Angeles County,241431.0,349104,350618,1,45.22492969005637,34.0948204,-117.9073244
92683,Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County,386654.0,557108,561576,2,45.239930273577926,33.7531536,-118.0010421
92109,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,340300.0,492231,494381,1,45.27799000881575,32.7920948,-117.2323367
93510,Zip,CA,CA,Acton,Los Angeles-Long Beach-Anaheim,Los Angeles County,364775.0,518532,529994,2,45.29340004112124,34.4600722,-118.2292712
95008,Zip,CA,CA,Campbell,San Jose-Sunnyvale-Santa Clara,Santa Clara County,629388.0,920131,914483,2,45.29717757567669,35.5217431,-118.9062794
93065,Zip,CA,CA,Simi Valley,Oxnard-Thousand Oaks-Ventura,Ventura County,328997.0,471372,478244,2,45.36424344294932,34.2774306,-118.7897558
90240,Zip,CA,CA,Downey,Los Angeles-Long Beach-Anaheim,Los Angeles County,468386.0,677444,680868,3,45.364720550998534,33.9574105,-118.1210458
91790,Zip,CA,CA,West Covina,Los Angeles-Long Beach-Anaheim,Los Angeles County,253044.0,365207,367916,1,45.39605760263037,34.9648191,-120.4933624
93950,Zip,CA,CA,Pacific Grove,Salinas,Monterey County,672636.0,961727,978063,2,45.40747150018733,36.62011800000001,-121.918866
93737,Zip,CA,CA,Fresno,Fresno,Fresno County,258942.0,371654,376535,3,45.41287238068757,36.7512882,-119.6441212
93015,Zip,CA,CA,Fillmore,Oxnard-Thousand Oaks-Ventura,Ventura County,253064.0,360361,367996,1,45.41617930642051,34.4163612,-118.8829816
96022,Zip,CA,CA,Cottonwood,Red Bluff,Tehama County,212886.0,304235,309621,3,45.43981285758575,40.3346427,-122.4798416
95470,Zip,CA,CA,Redwood Valley,Ukiah,Mendocino County,319955.0,463477,465360,1,45.445453266865655,39.28811839999999,-123.2475594
94960,Zip,CA,CA,San Anselmo,San Francisco-Oakland-Hayward,Marin County,749693.0,1073421,1090406,2,45.44700297321704,37.9885355,-122.5655549
90501,Zip,CA,CA,Torrance,Los Angeles-Long Beach-Anaheim,Los Angeles County,481272.0,695212,700070,2,45.462441197493305,33.8291867,-118.3169714
95524,Zip,CA,CA,Bayside,Eureka-Arcata-Fortuna,Humboldt County,381308.0,542546,554788,3,45.496029456502356,40.8221629,-124.0494434
92821,Zip,CA,CA,Brea,Los Angeles-Long Beach-Anaheim,Orange County,405274.0,584178,589725,2,45.512665505312455,33.9316733,-117.8604472
95060,Zip,CA,CA,Santa Cruz,Santa Cruz-Watsonville,Santa Cruz County,503344.0,725555,732504,1,45.5275119997457,37.0105307,-122.1178261
91740,Zip,CA,CA,Glendora,Los Angeles-Long Beach-Anaheim,Los Angeles County,428241.0,619911,623270,3,45.54187945572703,34.1194758,-117.848726
95726,Zip,CA,CA,Pollock Pines,Sacramento--Roseville--Arden-Arcade,El Dorado County,256844.0,367083,373847,3,45.554110666396724,38.7931476,-120.4588059
93653,Zip,CA,CA,Raymond,Madera,Madera County,236718.0,341492,344560,3,45.55716084116966,37.2270871,-119.9277947
93430,Zip,CA,CA,Cayucos,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,580208.0,845214,844945,1,45.627947218928384,35.4731575,-120.9187827
94903,Zip,CA,CA,San Rafael,San Francisco-Oakland-Hayward,Marin County,438288.0,640242,638307,2,45.63643083999562,38.0270044,-122.5485873
95118,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,370977.0,545965,540278,1,45.6365219407133,37.2589827,-121.8847222
93908,Zip,CA,CA,Salinas,Salinas,Monterey County,533727.0,765493,777379,2,45.65105381590214,36.5981753,-121.5826642
93022,Zip,CA,CA,Oak View,Oxnard-Thousand Oaks-Ventura,Ventura County,453063.0,647766,659892,3,45.65126704233186,34.3925151,-119.3076098
94517,Zip,CA,CA,Clayton,San Francisco-Oakland-Hayward,Contra Costa County,662684.0,949557,965272,3,45.66097868667419,37.8793779,-121.8790306
94539,Zip,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County,347797.0,499774,506617,1,45.6645686995575,32.9657005,-117.1147095
93516,Zip,CA,CA,Boron,Bakersfield,Kern County,71990.0,104377,104883,3,45.69106820391721,35.00735270000001,-117.666952
90740,Zip,CA,CA,Seal Beach,Los Angeles-Long Beach-Anaheim,Orange County,845854.0,1223756,1232408,3,45.6998489100956,37.7050703,-122.1235054
96145,Zip,CA,CA,Tahoe City,Sacramento--Roseville--Arden-Arcade,Placer County,492550.0,711132,717716,2,45.7143437214496,39.1384824,-120.1647036
96022,Zip,CA,CA,Cottonwood,Red Bluff,Tehama County,150142.0,213891,218796,2,45.72604600977741,40.3346427,-122.4798416
92114,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,304548.0,447671,443885,1,45.75206535587165,32.7040143,-117.0499859
95476,Zip,CA,CA,Sonoma,Santa Rosa,Sonoma County,666455.0,958844,971771,3,45.81194529263041,37.28566319999999,-121.8277925
94952,Zip,CA,CA,Petaluma,Santa Rosa,Sonoma County,620554.0,896373,905011,3,45.83920174553705,38.235501,-122.6420207
91304,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,187034.0,271770,272781,1,45.845675117893,36.7272444,-121.6397184
91307,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,529202.0,763899,771824,3,45.84676550731101,34.2124444,-118.6848112
95630,Zip,CA,CA,Folsom,Sacramento--Roseville--Arden-Arcade,Sacramento County,396440.0,571638,578293,3,45.8715064070225,38.668585,-121.1481284
91731,Zip,CA,CA,El Monte,Los Angeles-Long Beach-Anaheim,Los Angeles County,402118.0,583537,586685,3,45.89871629720629,34.0835771,-118.0361736
91790,Zip,CA,CA,West Covina,Los Angeles-Long Beach-Anaheim,Los Angeles County,368727.0,537274,538140,2,45.94537421995135,34.0656464,-117.9424743
93927,Zip,CA,CA,Greenfield,Salinas,Monterey County,251695.0,366185,367341,1,45.946880152565605,36.1828098,-121.3998995
95667,Zip,CA,CA,Placerville,Sacramento--Roseville--Arden-Arcade,El Dorado County,326835.0,468448,477068,3,45.966007312558325,38.7370339,-120.8498944
95986,Zip,CA,CA,Washington,Truckee-Grass Valley,Nevada County,289860.0,415997,423137,2,45.97978334368315,39.3534913,-120.7551101
92626,Zip,CA,CA,Costa Mesa,Los Angeles-Long Beach-Anaheim,Orange County,340869.0,491402,497656,1,45.996262493802604,33.6834142,-117.9073244
90278,Zip,CA,CA,Redondo Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,773285.0,1121945,1129016,3,46.00257343670186,33.865913,-118.3754131
93953,Zip,CA,CA,Del Monte Forest,Salinas,Monterey County,995346.0,1422025,1453478,2,46.02741157346289,36.5841937,-121.9416226
95765,Zip,CA,CA,Rocklin,Sacramento--Roseville--Arden-Arcade,Placer County,359499.0,518814,525084,3,46.05993340732519,38.8113924,-121.2740813
93424,Zip,CA,CA,Avila Beach,San Luis Obispo-Paso Robles-Arroyo Grande,San Luis Obispo County,523807.0,770567,765354,2,46.11374036620358,35.1815797,-120.7299657
92692,Zip,CA,CA,Mission Viejo,Los Angeles-Long Beach-Anaheim,Orange County,281849.0,409498,411821,1,46.114053979258394,34.0348144,-117.5848025
91773,Zip,CA,CA,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles County,455994.0,662053,666313,3,46.12319460343777,34.0982956,-118.0595907
95837,Zip,CA,CA,Nicolaus,Yuba City,Sutter County,519587.0,764353,759262,2,46.127982416804116,38.6969922,-121.5940773
92254,Zip,CA,CA,Mecca,Riverside-San Bernardino-Ontario,Riverside County,128674.0,184670,188031,2,46.129754262710414,33.5381708,-115.9822747
91708,Zip,CA,CA,Chino,Riverside-San Bernardino-Ontario,San Bernardino County,285951.0,412010,417946,2,46.16000643466888,33.9522626,-117.6493515
92109,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,875434.0,1266648,1279608,3,46.1684147519973,32.7920948,-117.2323367
94030,Zip,CA,CA,Millbrae,San Francisco-Oakland-Hayward,San Mateo County,1194757.0,1763961,1747048,3,46.226220059811325,37.5958949,-122.4184108
94019,Zip,CA,CA,Half Moon Bay,San Francisco-Oakland-Hayward,San Mateo County,627767.0,927538,918112,1,46.25044005180266,37.4903082,-122.4353995
91739,Zip,CA,CA,Rancho Cucamonga,Riverside-San Bernardino-Ontario,San Bernardino County,382506.0,553642,559448,3,46.25862077980476,34.1547243,-117.5143603
90808,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,546075.0,790015,798688,3,46.25976285308794,33.8197825,-118.1064156
95450,Zip,CA,CA,Jenner,Santa Rosa,Sonoma County,460667.0,667141,673875,1,46.2824556566891,38.4542093,-123.1126559
95692,Zip,CA,CA,Wheatland,Yuba City,Yuba County,193620.0,281097,283234,1,46.28344179320318,39.0409308,-121.422761
95720,Zip,CA,CA,Kyburz,Sacramento--Roseville--Arden-Arcade,El Dorado County,203736.0,290768,298037,2,46.28587976597165,38.7828723,-120.2281933
96140,Zip,CA,CA,Carnelian Bay,Sacramento--Roseville--Arden-Arcade,Placer County,533178.0,766715,779993,3,46.29129483962204,39.2245423,-120.0954076
95667,Zip,CA,CA,Placerville,Sacramento--Roseville--Arden-Arcade,El Dorado County,253812.0,365795,371307,2,46.292137487589244,38.7370339,-120.8498944
96146,Zip,CA,CA,Tahoe City,Sacramento--Roseville--Arden-Arcade,Placer County,637956.0,914208,933714,3,46.36025055019468,39.1630575,-120.2281933
92707,Zip,CA,CA,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange County,206777.0,303192,302650,1,46.365408145006455,33.7126158,-117.8721676
95404,Zip,CA,CA,Santa Rosa,Santa Rosa,Sonoma County,346421.0,501925,507137,1,46.393261378496106,38.5386881,-122.695547
92629,Zip,CA,CA,Dana Point,Los Angeles-Long Beach-Anaheim,Orange County,335304.0,489710,490872,1,46.3961062200272,34.1235157,-118.3286614
93308,Zip,CA,CA,Oildale,Bakersfield,Kern County,181257.0,263031,265366,3,46.40317339468269,35.5217431,-118.9062794
92127,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,351916.0,509548,515249,2,46.412496163857284,33.0227476,-117.1382404
92845,Zip,CA,CA,Garden Grove,Los Angeles-Long Beach-Anaheim,Orange County,538316.0,779513,788169,3,46.41381642009526,33.7852683,-118.0273914
