ZipCode,County,Lat,Lng,walk score,bike score
91776,Los Angeles County,34.0895991,-118.09471059999998,58,50
95073,Santa Cruz County,37.0459268,-121.93593390000001,1,4
91723,Los Angeles County,34.0870296,-117.88681709999999,92,50
95443,Lake County,39.032219899999994,-122.7403702,3,
93040,Ventura County,34.509651500000004,-118.83637560000001,0,
92127,San Diego County,38.5890819,-121.4084731,74,68
91737,San Bernardino County,34.1787581,-117.5848025,0,
92339,San Bernardino County,34.094689200000005,-116.9028125,1,
92832,Orange County,33.8733037,-117.9307584,85,50
93535,Los Angeles County,34.731139399999996,-117.87802749999999,0,25
95726,El Dorado County,38.793147600000005,-120.45880590000002,0,
91935,San Diego County,32.6890231,-116.8203511,0,
90720,Orange County,33.7976003,-118.07129809999999,75,57
95466,Mendocino County,39.102870200000005,-123.50560159999998,0,
94949,Marin County,38.0599857,-122.503327,1,30
92110,San Diego County,32.765731800000005,-117.199996,75,85
95135,Santa Clara County,37.2751505,-121.685341,0,
94598,Contra Costa County,37.89618249999999,-121.98143540000001,0,
93668,Fresno County,36.6411184,-120.27434840000002,0,25
95721,El Dorado County,38.8349932,-120.078078,0,
96075,Tehama County,38.696992200000004,-121.59407730000001,20,33
95526,Humboldt County,40.460603799999994,-123.6497843,0,
95005,Santa Cruz County,37.0945364,-122.09510619999999,26,25
94563,Contra Costa County,37.8912529,-122.18595719999999,17,8
92108,San Diego County,32.7742488,-117.14118149999999,62,56
95127,Santa Clara County,37.373498,-121.75943840000001,0,
95008,Santa Clara County,37.2770029,-121.95299920000001,60,77
90712,Los Angeles County,33.849316200000004,-118.153228,54,65
90006,Los Angeles County,34.0470832,-118.2965121,93,71
91311,Los Angeles County,34.2710376,-118.61481,2,1
90046,Los Angeles County,34.114731299999995,-118.36372639999999,4,4
93962,Monterey County,36.6250909,-121.64613519999999,30,30
94539,Alameda County,37.514844399999994,-121.91317609999999,10,8
90501,Los Angeles County,33.8291867,-118.31697140000001,91,54
91502,Los Angeles County,34.177237100000006,-118.3082034,74,65
90815,Los Angeles County,33.7963296,-118.1181199,74,52
95709,El Dorado County,38.758614200000004,-120.6775054,4,
93710,Fresno County,37.258982700000004,-121.88472220000001,68,69
91016,Los Angeles County,34.1574588,-118.0068979,52,39
93465,San Luis Obispo County,35.5316951,-120.74648970000001,0,
92128,San Diego County,33.0013938,-117.07352409999999,6,21
95041,Santa Cruz County,37.0510751,-122.05844740000002,28,35
93442,San Luis Obispo County,35.4197336,-120.82692309999999,0,
96123,Lassen County,40.8416845,-120.24442509999999,0,25
95959,Nevada County,39.3153201,-120.9417368,0,5
92548,Riverside County,33.7552579,-117.1147095,6,6
95449,Mendocino County,38.935117299999995,-123.10140559999999,0,
91791,Los Angeles County,34.0566376,-117.89560619999999,12,19
93626,Fresno County,37.042944399999996,-119.6730939,0,
93555,Kern County,37.7630254,-121.23974380000001,0,26
90621,Orange County,33.879482200000005,-117.9893301,53,42
93907,Monterey County,36.7918545,-121.65112579999999,9,4
91775,Los Angeles County,34.123251700000004,-118.0830047,36,32
95054,Santa Clara County,38.743802,-121.18249250000001,38,42
93446,San Luis Obispo County,35.657314500000005,-120.7579834,7,9
95405,Sonoma County,38.43922999999999,-122.66730179999999,48,54
95010,Santa Cruz County,36.9764598,-121.9501551,90,65
93723,Fresno County,36.7702756,-119.950926,0,25
92868,Orange County,33.786590000000004,-117.8750976,81,70
93022,Ventura County,34.392515100000004,-119.3076098,8,27
91770,Los Angeles County,34.06173649999999,-118.0830047,76,56
92365,San Bernardino County,34.8628939,-116.6553351,2,27
95811,Sacramento County,38.5967128,-121.49417379999998,37,83
94507,Contra Costa County,37.8541701,-122.0098642,1,23
94560,Alameda County,37.5189256,-122.026918,13,29
94572,Contra Costa County,38.02923,-122.2483726,3,8
94923,Sonoma County,38.3251691,-123.0451347,22,33
94925,Marin County,37.920558,-122.50898559999999,60,74
95536,Humboldt County,40.499830200000005,-124.2649051,0,
93226,Kern County,35.756937,-118.69647520000001,0,
93461,San Luis Obispo County,35.6271932,-120.29741990000001,0,
90631,Orange County,33.92266179999999,-117.9600466,54,37
93711,Fresno County,36.8381393,-119.829443,46,51
94558,Napa County,38.3170536,-122.3019206,80,84
94945,Marin County,38.1218145,-122.5485873,1,9
91335,Los Angeles County,34.2035088,-118.53894140000001,83,66
95444,Sonoma County,38.433668700000005,-122.8690828,36,46
95066,Santa Cruz County,37.0702838,-122.01554909999999,2,7
92844,Orange County,33.7636344,-117.9688322,56,54
92683,Orange County,33.753153600000005,-118.00104209999999,64,64
94582,Contra Costa County,37.7639471,-121.91317609999999,7,19
93261,Tulare County,35.80550770000001,-119.11289359999999,2,26
91722,Los Angeles County,34.094820399999996,-117.9073244,78,55
92109,San Diego County,32.7920948,-117.2323367,54,71
90240,Los Angeles County,33.957410499999995,-118.12104579999999,46,46
91790,Los Angeles County,34.9648191,-120.49336240000001,7,25
93737,Fresno County,36.751288200000005,-119.6441212,5,32
96022,Tehama County,40.3346427,-122.4798416,0,21
95060,Santa Cruz County,37.010530700000004,-122.11782609999999,0,
93653,Madera County,37.227087100000006,-119.92779469999999,0,4
93430,San Luis Obispo County,35.4731575,-120.91878270000001,0,
94903,Marin County,38.0270044,-122.5485873,37,57
95118,Santa Clara County,37.258982700000004,-121.88472220000001,68,69
94517,Contra Costa County,37.8793779,-121.8790306,0,
93516,Kern County,35.00735270000001,-117.666952,0,25
90740,Orange County,33.7535679,-118.0830047,5,43
96145,Placer County,39.138482399999994,-120.16470359999998,8,4
92114,San Diego County,32.7040143,-117.04998590000002,39,13
95476,Sonoma County,38.23157379999999,-122.46936880000001,5,30
94952,Sonoma County,38.235501,-122.64202069999999,98,62
91304,Los Angeles County,36.7272444,-121.6397184,18,52
95630,Sacramento County,38.668585,-121.1481284,62,59
91731,Los Angeles County,34.0835771,-118.0361736,41,66
93927,Monterey County,36.1828098,-121.39989950000002,0,7
95667,El Dorado County,38.7370339,-120.84989440000001,1,8
95986,Nevada County,39.353491299999995,-120.7551101,0,5
93953,Monterey County,36.5841937,-121.9416226,12,11
93424,San Luis Obispo County,35.1815797,-120.72996570000001,39,39
95837,Sutter County,38.696992200000004,-121.59407730000001,20,33
91739,San Bernardino County,34.1547243,-117.51436029999999,2,13
95692,Yuba County,39.0409308,-121.42276100000001,0,34
95720,El Dorado County,38.7828723,-120.2281933,0,1
96140,Placer County,39.224542299999996,-120.09540759999999,0,12
92707,Orange County,33.7126158,-117.8721676,63,75
95404,Sonoma County,38.5386881,-122.69554699999999,0,6
93308,Kern County,35.5217431,-118.9062794,0,
94510,Solano County,38.1153501,-122.1064668,0,24
94939,Marin County,37.938818,-122.5344456,81,77
92113,San Diego County,32.6980553,-117.1205925,69,46
92591,Riverside County,33.5273381,-117.1147095,10,14
93455,Santa Barbara County,34.1873985,-118.39002040000001,79,64
95776,Yolo County,38.6944843,-121.69674380000001,0,27
94306,Santa Clara County,37.41775629999999,-122.1235054,75,100
94947,Marin County,38.124573100000006,-122.66165179999999,0,
94402,San Mateo County,37.5245965,-122.3390936,39,30
90680,Orange County,32.6277588,-116.94991909999999,14,22
95065,Santa Cruz County,37.035397700000004,-121.98712169999999,6,9
95619,El Dorado County,38.6869632,-120.80969180000001,14,6
93427,Santa Barbara County,34.6195028,-120.2166519,8,22
94022,Santa Clara County,37.369400899999995,-122.1405413,5,22
90807,Los Angeles County,33.8332465,-118.1766294,79,77
90293,Los Angeles County,33.95087279999999,-118.44551640000002,43,46
90713,Los Angeles County,33.847725700000005,-118.1181199,72,70
93634,Fresno County,37.2964837,-118.9528645,0,1
92131,San Diego County,32.8932137,-117.06763980000001,0,3
95664,El Dorado County,38.809388,-121.0564425,0,
95567,Del Norte County,41.9741584,-124.15761640000001,0,
94401,San Mateo County,38.6853213,-121.5541264,0,27
90602,Los Angeles County,33.9717336,-118.0215363,20,9
92841,Orange County,33.7897841,-117.97761729999999,66,60
94946,Marin County,38.0607149,-122.68424979999999,0,
95315,Merced County,37.4269945,-120.769476,19,44
94005,San Mateo County,37.6948419,-122.4070834,31,33
92008,San Diego County,39.0715086,-121.69674380000001,0,25
92122,San Diego County,32.856384600000005,-117.20293629999999,61,55
91759,San Bernardino County,34.2602336,-117.71387849999999,0,
94708,Alameda County,37.902061200000006,-122.259717,5,9
91803,Los Angeles County,34.0779881,-118.1415261,79,50
95046,Santa Clara County,37.0964953,-121.57125,0,23
95635,El Dorado County,38.90051,-120.90730400000001,1,
96047,Shasta County,40.4925482,-122.68428590000002,0,
92655,Orange County,33.746245,-117.9820097,61,57
92398,San Bernardino County,34.918849,-116.8733656,0,25
91701,San Bernardino County,34.13566730000001,-117.6141457,54,27
93675,Fresno County,36.7359348,-119.2088303,0,
90230,Los Angeles County,33.99332570000001,-118.3987842,75,64
95002,Santa Clara County,37.4268706,-121.9721944,51,64
92843,Orange County,33.7675239,-117.9424743,73,61
95497,Sonoma County,38.68053,-123.42889,6,9
93422,San Luis Obispo County,35.4652141,-120.7005044,0,
95969,Butte County,39.7213638,-121.65112579999999,0,6
94134,San Francisco County,37.720204200000005,-122.4099154,45,29
92201,Riverside County,37.9873593,-122.15189699999999,0,
92121,San Diego County,32.8981142,-117.20293629999999,49,44
94502,Alameda County,37.7339032,-122.2483726,39,72
93643,Madera County,37.223822600000005,-119.44114760000001,0,
95683,Sacramento County,38.4919885,-121.1022942,28,39
91103,Los Angeles County,34.1672881,-118.153228,71,79
94596,Contra Costa County,37.8824054,-122.026918,8,8
91350,Los Angeles County,34.433822799999994,-118.51559009999998,10,4
93638,Madera County,37.0190777,-120.04341200000002,0,28
95007,Santa Cruz County,37.109485,-122.11143659999999,6,11
95954,Butte County,39.8722768,-121.5826642,0,
90710,Los Angeles County,33.7957752,-118.2965121,58,67
92704,Orange County,33.7246333,-117.9073244,69,65
90035,Los Angeles County,34.050751,-118.3841777,95,52
95605,Yolo County,38.597464200000005,-121.531291,30,64
91020,Los Angeles County,34.211582799999995,-118.2321952,76,41
90620,Orange County,33.8428724,-118.0127534,57,63
95020,Santa Clara County,37.0127518,-121.5598345,39,59
94010,San Mateo County,37.568524700000005,-122.367428,4,14
95423,Lake County,39.0453964,-122.5146439,0,
95928,Butte County,39.703129,-121.8334868,3,45
95631,Placer County,39.079369299999996,-120.7809676,0,
96056,Lassen County,41.13762620000001,-121.3222078,0,
91384,Los Angeles County,34.5455162,-118.69647520000001,0,
91733,Los Angeles County,34.0499095,-118.0478826,47,47
90272,Los Angeles County,34.0845245,-118.5447787,2,1
95120,Santa Clara County,37.1696999,-121.84487450000002,1,2
95050,Santa Clara County,37.353966299999996,-121.95299920000001,76,73
93932,Monterey County,36.039764500000004,-121.0105733,0,
94040,Santa Clara County,37.3785351,-122.08658500000001,70,93
91303,Los Angeles County,34.1989453,-118.597305,78,90
94546,Alameda County,33.784499700000005,-118.19710309999999,83,70
92804,Orange County,33.82353,-117.9659037,58,63
91732,Los Angeles County,34.079105299999995,-118.0127534,60,49
92352,San Bernardino County,34.2693794,-117.20881670000001,8,2
93205,Kern County,35.5489716,-118.451357,0,
92009,San Diego County,33.095442,-117.24997490000001,8,11
92701,Orange County,33.7463915,-117.86044720000001,95,59
95746,Placer County,38.743802,-121.18249250000001,38,42
94301,Santa Clara County,33.9226096,-117.5378439,10,20
95030,Santa Clara County,37.22823169999999,-121.98712169999999,73,42
91605,Los Angeles County,34.208195,-118.3987842,50,62
91436,Los Angeles County,34.1540054,-118.49223549999999,75,29
94062,San Mateo County,37.41089270000001,-122.2880726,0,4
95448,Sonoma County,38.6323169,-122.8761309,31,40
92029,San Diego County,33.0852605,-117.13824040000002,0,3
90241,Los Angeles County,33.9372725,-118.12982340000002,89,59
91901,San Diego County,32.83630900000001,-116.7260713,5,6
93256,Tulare County,35.9697829,-119.25532290000001,0,25
95076,Santa Cruz County,36.919956400000004,-121.74234340000001,56,79
93433,San Luis Obispo County,35.122752399999996,-120.61711299999999,89,64
94041,Santa Clara County,37.386812,-122.07515490000002,82,99
95464,Lake County,39.1112521,-122.82537409999999,5,26
95684,El Dorado County,38.576091999999996,-120.5509358,0,
92264,Riverside County,33.7553867,-116.5373923,0,22
93309,Kern County,35.351561100000005,-119.0576298,64,57
90504,Los Angeles County,33.8673266,-118.3286614,67,51
95116,Santa Clara County,37.3558627,-121.8505679,76,59
92882,Riverside County,33.84374830000001,-117.60827739999999,1,
93621,Fresno County,36.800304700000005,-119.1158017,0,
94954,Sonoma County,38.247311700000004,-122.5712101,0,17
95125,Santa Clara County,37.2909813,-121.89041359999999,66,72
91607,Los Angeles County,34.167305,-118.3987842,84,70
94015,San Mateo County,37.68000019999999,-122.4863492,73,54
93287,Kern County,35.7326799,-118.7897558,0,
91325,Los Angeles County,34.2400436,-118.51559009999998,21,42
93923,Monterey County,36.4656419,-121.8334868,0,
90717,Los Angeles County,33.79508870000001,-118.31989399999999,76,70
92028,San Diego County,33.382650500000004,-117.24409569999999,72,27
92054,San Diego County,33.1924489,-117.3675233,67,49
92060,San Diego County,33.353962,-116.87925530000001,0,
92592,Riverside County,33.43806010000001,-117.00878770000001,0,2
91207,Los Angeles County,34.1893001,-118.27020359999999,4,1
92562,Riverside County,33.5262326,-117.33814270000002,0,
91702,Los Angeles County,34.2667473,-117.85458670000001,0,
95682,El Dorado County,38.6084554,-120.9646866,0,
90034,Los Angeles County,34.0324632,-118.39586299999999,82,81
94571,Solano County,38.1494225,-121.74234340000001,0,11
95117,Santa Clara County,37.312073100000006,-121.9643745,24,58
95446,Sonoma County,38.5274588,-123.000095,3,1
92315,San Bernardino County,34.24288129999999,-116.9087014,64,62
94531,Contra Costa County,37.9644542,-121.77083370000001,44,59
92585,Riverside County,33.7441155,-117.16176850000001,31,37
94588,Alameda County,37.6873908,-121.91317609999999,44,65
92129,San Diego County,32.9657005,-117.1147095,60,40
95973,Butte County,39.8633343,-121.856261,0,7
93637,Madera County,36.91529379999999,-120.20510959999999,0,27
95035,Santa Clara County,37.4323716,-121.89935259999999,72,77
92373,San Bernardino County,34.0127473,-117.16176850000001,0,2
95701,Placer County,39.2176947,-120.79245800000001,0,
94521,Contra Costa County,37.9538109,-121.9643745,79,53
92069,San Diego County,33.1630271,-117.16176850000001,15,3
93030,Ventura County,34.205402899999996,-119.16813729999998,69,54
95901,Yuba County,39.2392323,-121.5141615,0,25
94014,San Mateo County,37.690455799999995,-122.45238549999999,38,25
95436,Sonoma County,38.49245429999999,-122.9324972,0,5
95441,Sonoma County,38.710906200000004,-123.10140559999999,0,
95661,Placer County,38.74243189999999,-121.2511908,63,83
92107,San Diego County,32.7409782,-117.24997490000001,85,45
91104,Los Angeles County,34.1657707,-118.1181199,78,79
91786,San Bernardino County,34.103699600000006,-117.6610854,76,52
91206,Los Angeles County,34.1527251,-118.2117257,9,2
90605,Los Angeles County,33.9548846,-118.02739140000001,72,64
94550,Alameda County,37.6536947,-121.6739371,2,1
94951,Sonoma County,38.3236587,-122.6447001,3,4
94970,Marin County,37.9105306,-122.6333973,0,11
92014,San Diego County,32.986421500000006,-117.22645700000001,11,7
90064,Los Angeles County,34.0386656,-118.4221519,77,75
92262,Riverside County,33.861343299999994,-116.57278149999999,0,5
94132,San Francisco County,37.718139799999996,-122.4863492,20,53
93631,Fresno County,36.4903097,-119.53397109999999,1,28
91203,Los Angeles County,34.1531191,-118.2614332,88,65
90701,Los Angeles County,33.864830299999994,-118.08007820000002,90,60
94043,Santa Clara County,37.406223700000005,-122.07816629999999,75,98
90804,Los Angeles County,33.7806646,-118.15030259999999,90,66
95672,El Dorado County,38.721895700000005,-120.99910320000001,2,1
95458,Lake County,39.103964700000006,-122.7745919,0,
94303,Santa Clara County,34.5869607,-117.1264753,3,19
91321,Los Angeles County,34.3677169,-118.4747173,0,
91214,Los Angeles County,34.2389818,-118.2351192,7,11
94901,Marin County,37.965062700000004,-122.503327,77,68
94063,San Mateo County,37.5021585,-122.20865790000002,20,53
93221,Tulare County,36.3101417,-119.0227159,0,12
92119,San Diego County,32.8112871,-117.0382158,8,4
92532,Riverside County,33.663476,-117.26173290000001,7,3
94538,Alameda County,37.504226700000004,-121.9643745,37,63
95722,Placer County,38.9993271,-121.0220422,42,18
93306,Kern County,35.4516124,-118.7897558,0,3
95369,Merced County,37.5385285,-120.41271609999998,0,7
94503,Napa County,38.18766110000001,-122.2427,5,3
90004,Los Angeles County,34.0748887,-118.3082034,96,64
95124,Santa Clara County,37.2583724,-121.918866,65,56
93543,Los Angeles County,34.4965114,-117.9600466,0,21
96161,Nevada County,39.302194799999995,-120.20510959999999,1,16
94065,San Mateo County,37.533155799999996,-122.2483726,25,68
92064,San Diego County,32.979976199999996,-117.00878770000001,0,6
95123,Santa Clara County,37.2374847,-121.8277925,75,64
95122,Santa Clara County,37.3304014,-121.8391808,32,41
91010,Los Angeles County,34.157978799999995,-117.9424743,0,2
93445,San Luis Obispo County,35.0729544,-120.6257423,0,14
91504,Los Angeles County,34.2053511,-118.3286614,51,32
92563,Riverside County,33.5784347,-117.16176850000001,5,1
92225,Riverside County,33.7310815,-114.6667939,0,34
92081,San Diego County,33.1778834,-117.25341840000002,46,20
95614,El Dorado County,38.89254570000001,-120.99910320000001,4,11
93644,Madera County,37.368699299999996,-119.6267347,3,1
96150,El Dorado County,38.8864448,-119.99717690000001,3,26
95453,Lake County,39.0784484,-122.94376670000001,0,25
95945,Nevada County,39.176685299999995,-120.9646866,0,4
95062,Santa Cruz County,36.9677899,-121.98712169999999,62,92
90601,Los Angeles County,34.0080684,-118.0303189,8,3
90242,Los Angeles County,33.9167378,-118.12982340000002,61,49
94112,San Francisco County,37.72254909999999,-122.4410618,95,72
93660,Fresno County,36.58829490000001,-120.182022,0,25
90604,Los Angeles County,33.932494299999995,-118.0244639,33,40
95570,Humboldt County,41.150924100000005,-124.1048271,2,26
92082,San Diego County,33.2300939,-117.00878770000001,2,19
95138,Santa Clara County,37.242286299999996,-121.73094520000001,1,11
93544,Los Angeles County,34.494562,-117.76079320000001,0,19
91710,San Bernardino County,34.0120229,-117.6786847,53,48
90640,Los Angeles County,34.014909100000004,-118.10641559999999,84,52
95713,Placer County,37.71693270000001,-121.08510190000001,19,36
94928,Sonoma County,38.3437823,-122.70119509999999,68,67
90036,Los Angeles County,34.066481700000004,-118.3520389,89,66
95949,Nevada County,39.110518799999994,-121.1252135,0,
94512,Solano County,38.134941600000005,-121.822098,0,
91411,Los Angeles County,34.1799855,-118.46011750000001,71,76
92234,Riverside County,33.82632359999999,-116.4547962,33,44
92301,San Bernardino County,34.6599838,-117.5026174,0,19
90008,Los Angeles County,34.008323100000005,-118.3491169,28,10
92010,San Diego County,33.159946000000005,-117.28524669999999,3,8
95547,Humboldt County,40.565964799999996,-124.08171180000001,1,
95602,Placer County,38.9851375,-121.1022942,0,14
92059,San Diego County,33.3930888,-117.06763980000001,0,
92020,San Diego County,32.79632220000001,-116.9675814,84,55
93250,Kern County,35.6626535,-119.2088303,0,25
95651,El Dorado County,38.8210287,-120.9359987,0,25
91202,Los Angeles County,34.168837100000005,-118.27020359999999,46,38
92251,Imperial County,32.8491869,-115.7338502,0,29
92385,San Bernardino County,34.2353739,-117.1794216,21,8
95403,Sonoma County,38.4739555,-122.7520139,44,49
91706,Los Angeles County,34.0812006,-117.98347379999998,62,29
95472,Sonoma County,38.4067427,-122.8761309,0,12
91501,Los Angeles County,34.20390870000001,-118.29358909999998,6,1
93608,Fresno County,36.4974358,-120.36660990000001,0,25
92126,San Diego County,32.9184763,-117.13824040000002,41,53
93611,Fresno County,36.8303133,-119.6788877,40,40
90742,Orange County,33.717881899999995,-118.0704585,57,58
91204,Los Angeles County,34.1377656,-118.2614332,86,63
91208,Los Angeles County,36.7057988,-120.11273500000001,0,25
95603,Placer County,38.910175200000005,-121.067907,33,13
91746,Los Angeles County,34.054103399999995,-117.9893301,43,39
93654,Fresno County,36.64647,-119.3947135,1,28
91306,Los Angeles County,34.2048586,-118.5739621,66,62
91505,Los Angeles County,34.1615135,-118.34035060000001,80,81
90248,Los Angeles County,33.865806400000004,-118.29358909999998,43,68
94931,Sonoma County,38.3272883,-122.72378429999999,5,23
92026,San Diego County,33.2156978,-117.1147095,9,2
94028,San Mateo County,37.3871184,-122.20865790000002,1,12
95121,Santa Clara County,37.302108000000004,-121.8050125,40,56
95628,Sacramento County,38.6506766,-121.2569138,32,19
92879,Riverside County,33.8813831,-117.5378439,20,24
92317,San Bernardino County,34.2383916,-117.2181252,32,11
92860,Riverside County,33.9226096,-117.5378439,10,20
92587,Riverside County,33.7010881,-117.255854,3,1
90670,Los Angeles County,33.9414796,-118.07129809999999,45,41
92561,Riverside County,33.630717,-116.5373923,0,12
94513,Contra Costa County,37.9341399,-121.69674380000001,90,56
94124,San Francisco County,37.7304167,-122.384425,81,44
92057,San Diego County,33.260081,-117.2793685,11,13
93402,San Luis Obispo County,35.287347600000004,-120.83840929999998,0,
91730,San Bernardino County,34.096531299999995,-117.5848025,53,52
91387,Los Angeles County,34.41305699999999,-118.41631029999999,7,2
95336,San Joaquin County,37.840339799999995,-121.2053963,3,30
95401,Sonoma County,38.440969700000004,-122.7971649,4,36
90606,Los Angeles County,33.9722831,-118.07129809999999,87,54
92123,San Diego County,32.8102534,-117.13235790000002,33,42
92596,Riverside County,33.6345169,-117.0558707,0,
92703,Orange County,33.7526686,-117.9190418,77,56
91744,Los Angeles County,34.0274622,-117.9307584,23,21
92025,San Diego County,33.090284999999994,-117.04998590000002,1,5
94574,Napa County,38.5241378,-122.3787597,6,2
93614,Madera County,37.2000816,-119.742604,0,
92508,Riverside County,33.890925,-117.32638929999999,57,39
92342,San Bernardino County,34.761273700000004,-117.33814270000002,0,30
90660,Los Angeles County,33.98702279999999,-118.09471059999998,77,60
92314,San Bernardino County,34.2296046,-116.85569550000001,10,1
94061,San Mateo County,37.463444700000004,-122.22568030000001,81,68
90650,Los Angeles County,33.90777509999999,-118.0830047,73,53
91351,Los Angeles County,34.438411200000004,-118.45719740000001,0,
95112,Santa Clara County,37.3456227,-121.88472220000001,79,94
92024,San Diego County,33.052083,-117.2793685,54,24
95126,Santa Clara County,37.3290122,-121.9160211,85,82
95113,Santa Clara County,37.3326639,-121.8918364,91,92
94534,Solano County,38.2672631,-122.1064668,7,36
95935,Yuba County,39.366425899999996,-121.18249250000001,0,6
93210,Fresno County,36.2615718,-120.4357631,3,2
95728,Placer County,39.309121999999995,-120.39542820000001,0,15
91941,San Diego County,32.7699547,-116.9911288,3,8
94403,San Mateo County,37.7199247,-122.1689284,65,65
95742,Sacramento County,38.57910510000001,-121.193945,0,25
93244,Tulare County,36.468959999999996,-119.0227159,0,11
95678,Placer County,38.763705200000004,-121.2912463,37,39
94066,San Mateo County,37.6210696,-122.4297369,58,17
94116,San Francisco County,37.7432421,-122.49766799999999,87,68
95485,Lake County,34.3350492,-116.5373923,0,12
93666,Tulare County,36.545038899999994,-119.33919080000001,16,31
91766,Los Angeles County,34.0397162,-117.75492949999999,48,51
90715,Los Angeles County,33.8413324,-118.07839740000001,62,61
95388,Merced County,37.4216867,-120.5509358,0,24
95439,Sonoma County,38.488636299999996,-122.7802357,3,35
92120,San Diego County,32.792626399999996,-117.07352409999999,13,17
95677,Placer County,38.7870973,-121.22829579999998,72,81
93266,Kings County,36.1646087,-119.8583772,0,25
91201,Los Angeles County,34.1629905,-118.29358909999998,75,82
93706,Fresno County,36.67839379999999,-119.92779469999999,0,35
93630,Fresno County,36.7057988,-120.11273500000001,0,25
95242,San Joaquin County,38.1304288,-121.42276100000001,3,42
92065,San Diego County,33.065428600000004,-116.8203511,0,1
90706,Los Angeles County,33.882239299999995,-118.1239717,87,77
92308,San Bernardino County,34.3965399,-117.15000479999999,0,
95695,Yolo County,38.6651725,-121.856261,0,25
94080,San Mateo County,37.6531903,-122.4184108,87,80
93561,Kern County,35.0776145,-118.4396756,0,
91915,San Diego County,32.6277588,-116.94991909999999,14,22
93454,Santa Barbara County,38.6830879,-121.37131640000001,27,43
90045,Los Angeles County,33.9516114,-118.38757749999999,47,47
92075,San Diego County,32.9956666,-117.2646723,75,47
92019,San Diego County,32.7751095,-116.85569550000001,2,
92358,San Bernardino County,34.22381729999999,-117.5261025,0,
94536,Alameda County,37.564142499999996,-122.00417900000001,37,70
92341,San Bernardino County,34.2412908,-117.06763980000001,5,7
93933,Monterey County,36.680194,-121.78222779999999,43,52
92111,San Diego County,33.639236100000005,-117.3851496,0,
93641,Fresno County,36.706587,-119.0227159,0,
92397,San Bernardino County,34.3668408,-117.6552185,4,1
96127,Lassen County,40.42,-120.65,66,48
93268,Kern County,35.14243039999999,-119.4565338,73,58
94706,Alameda County,37.888395200000005,-122.2965778,90,98
92378,San Bernardino County,34.231962700000004,-117.214697,15,6
91506,Los Angeles County,34.1728461,-118.32573899999998,80,73
95757,Sacramento County,38.3591901,-121.42276100000001,0,25
93277,Tulare County,36.3033521,-119.38310259999999,9,29
92056,San Diego County,33.192168,-117.30288030000001,17,14
92590,Riverside County,33.47678019999999,-117.1970557,0,
91767,Los Angeles County,34.083685100000004,-117.74320149999998,49,50
91931,San Diego County,32.8189976,-116.57278149999999,0,
93204,Kings County,35.9822676,-120.08963130000001,0,25
95916,Butte County,39.6685037,-121.3312882,0,1
90502,Los Angeles County,33.8331717,-118.29066609999998,72,60
92322,San Bernardino County,34.2500685,-117.3257366,9,
92084,San Diego County,33.2143717,-117.20881670000001,11,18
90806,Los Angeles County,33.8065036,-118.1912538,78,72
93305,Kern County,35.3964972,-118.98197309999999,76,43
95334,Merced County,37.2914925,-120.734995,0,25
95425,Sonoma County,38.81434470000001,-123.0113568,7,41
95004,Monterey County,36.8825441,-121.6397184,18,5
92354,San Bernardino County,34.048438700000005,-117.24997490000001,63,56
92117,San Diego County,32.8250767,-117.20293629999999,45,32
92027,San Diego County,33.1467885,-117.00878770000001,0,
90745,Los Angeles County,33.8232001,-118.2585096,58,47
91761,San Bernardino County,34.034814399999995,-117.5848025,23,33
95972,Butte County,39.453858700000005,-121.3141291,0,6
95842,Sacramento County,38.6804131,-121.34844479999998,37,44
93622,Fresno County,36.811470799999995,-120.57395790000001,0,25
95039,Monterey County,36.822588399999994,-121.77653090000001,7,35
94710,Alameda County,37.8645848,-122.2965778,93,99
92346,San Bernardino County,34.1286356,-117.20893740000001,55,39
90247,Los Angeles County,33.8863314,-118.29358909999998,70,53
92236,Riverside County,33.688509499999995,-116.1477598,0,25
95018,Santa Cruz County,37.0435289,-122.07238159999999,55,44
90040,Los Angeles County,33.993047100000005,-118.153228,24,41
95134,Santa Clara County,34.0795169,-118.1766294,66,31
90022,Los Angeles County,34.02381870000001,-118.153228,77,54
94551,Alameda County,33.919864700000005,-118.2000277,45,53
92115,San Diego County,32.761275899999994,-117.07352409999999,73,46
94122,San Francisco County,37.7597481,-122.47502920000001,86,59
91942,San Diego County,32.774948699999996,-117.01467360000001,69,37
95724,Placer County,39.3138084,-120.34210929999999,3,14
91001,Los Angeles County,34.210396200000005,-118.1239717,1,1
92021,San Diego County,32.832435100000005,-116.87925530000001,1,2
95993,Sutter County,39.0715086,-121.69674380000001,0,25
93618,Tulare County,36.5279315,-119.3947135,22,35
94937,Marin County,38.1284731,-122.92122649999999,0,22
93721,Fresno County,36.73376629999999,-119.78458290000002,82,86
93518,Kern County,35.4008617,-118.4396756,0,
95468,Mendocino County,38.9025795,-123.55040759999999,0,
93292,Tulare County,36.3276805,-119.25532290000001,60,47
95703,Placer County,38.993576000000004,-120.9933678,3,
95938,Butte County,39.6053211,-121.7879244,0,38
90023,Los Angeles County,34.0224471,-118.2000277,80,56
93652,Fresno County,36.5897007,-119.9104436,1,29
92506,Riverside County,33.9415653,-117.37339890000001,21,52
93669,Madera County,37.2703531,-119.5397706,0,
92399,San Bernardino County,34.059354299999995,-117.00878770000001,0,8
