Zip_Code,zip_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,MsaName,Unnamed: 2,Current_Rent,rent_value_mm,rent_value_yy,Median_ROI,lat,lng
90013,"los angeles, ca",569000.0,0.0089,-0.0356,52.0,0.0,0.2683,82.0,0.24242424199999998,0.271317829,8.0,-0.5,1.0,0.0,,,8.0,1.0,,11.0,-0.2667,1.2,658.5483218999999,-0.0298,-0.0548,890.0,0.023,0.0056,689474.9068,0.0131,-0.0432,63.0,-0.0597,0.3696,0.21153846199999998,-0.0769,0.0896,Los Angeles-Long Beach-Anaheim, CA,2241.0,-0.007089056,-0.082685223,4.73,34.0445905,-118.2405557
95757,"elk grove, ca",599450.0,0.0417,,15.0,0.5,-0.7059,7.5,0.363636364,,44.0,0.5714,0.375,0.0,,,0.0,,-1.0,48.0,0.0667,-0.2131,269.8428287,0.025,0.2652,2178.5,-0.0131,-0.1679,602288.3724,0.0773,0.0848,63.0,0.1455,-0.4375,3.2,-1.3,2.0039,Sacramento, CA,2365.0,0.008959044,0.107209738,4.73,38.3591901,-121.422761
95833,"sacramento, ca",492499.5,0.1093,,13.0,-0.2353,,23.0,1.705882353,,28.0,-0.2222,0.1667,0.0,-1.0,,0.0,,-1.0,48.0,-0.0588,0.0,289.7468644,-0.0028,0.2205,1549.5,-0.0205,0.0371,728111.5629,-0.0018,0.6098,61.0,-0.1029,-0.3579,3.692307692,0.6923,2.6710000000000003,Sacramento, CA,1931.0,0.008355091,0.102798401,4.70,38.6198298,-121.5198716
95826,"sacramento, ca",449500.0,-0.0011,,14.0,-0.1765,-0.5172,18.5,0.48,-0.327272727,32.0,0.1429,0.3333,0.0,,,0.0,-1.0,-1.0,50.0,0.1111,0.6667,303.4137931,0.045,0.1998,1461.0,0.0188,0.0591,434272.419,0.0335,0.09300000000000001,64.0,0.0323,0.0847,3.571428571,0.9244,2.5369,Sacramento, CA,1760.0,0.006864989,0.078431373,4.70,38.5499634,-121.3884671
95691,"west sacramento, ca",488425.0,0.0114,0.1321,29.0,-0.0645,,18.0,0.125,-0.36842105299999994,36.0,0.0,-0.1818,4.0,0.0,,0.0,-1.0,-1.0,74.0,0.1935,0.7619,300.91649689999997,-0.0582,0.0649,1591.0,0.0516,0.0019,578935.8741,-0.0136,0.1257,103.0,0.1075,0.0404,2.551724138,0.5517,1.8149,Sacramento, CA,1895.0,0.002645503,0.031573217,4.66,38.5815697,-121.5312934
92591,"temecula, ca",664499.5,0.0232,,29.0,0.0741,-0.4314,17.0,0.7,-0.5277777779999999,48.0,-0.1429,0.3333,4.0,,0.0,0.0,-1.0,-1.0,93.0,0.0941,0.86,266.7810831,-0.0004,0.2104,2516.0,-0.0193,0.0184,823455.9085,0.0714,0.493,122.0,0.0893,0.2079,3.206896552,0.0587,2.2265,Riverside, CA,2581.0,0.010967489,0.118768964,4.66,33.5273381,-117.1147095
94610,"oakland, ca",599000.0,-0.2726,-0.3998,20.0,0.0526,0.1111,17.0,-0.276595745,-0.564102564,28.0,0.4,0.75,0.0,,,0.0,,,31.0,0.0333,1.0667,653.2141842,0.0567,-0.0745,1046.5,-0.1513,-0.2599,1021021.495,0.0186,-0.1039,51.0,0.0408,0.5455,1.55,-0.0289,0.7167,San Francisco, CA,2322.0,-0.010230179,-0.09614636,4.65,37.8104485,-122.2398636
92374,"redlands, ca",544950.0,-0.1205,0.1938,31.0,0.24,-0.4833,25.5,-0.514285714,-0.43956044,36.0,0.8,0.8,4.0,0.0,-0.5,0.0,-1.0,-1.0,57.0,0.2128,0.14,281.10323969999996,-0.0518,0.085,1685.0,-0.285,-0.0056,630464.7326,-0.0779,0.2548,88.0,0.2222,-0.2,1.838709677,-0.0413,1.0054,Riverside, CA,2107.0,0.0042898,0.054554555,4.64,34.0708773,-117.1558867
92128,"san diego, ca",674950.0,0.0472,0.0554,43.0,0.2647,,13.0,0.444444444,-0.6,88.0,0.2222,0.8333,4.0,,,0.0,-1.0,-1.0,128.0,0.2308,1.4615,466.9187127,0.0187,0.1406,1431.0,-0.0111,-0.0434,737900.2842,0.0607,0.1024,171.0,0.2391,0.3571,2.9767441860000003,-0.0821,2.274,San Diego, CA,2609.0,0.003847634,0.044853825,4.64,33.0013938,-117.0735241
90047,"los angeles, ca",599990.0,0.0051,0.0389,36.0,-0.1,-0.3571,115.0,-0.650986343,0.369047619,24.0,-0.1429,0.2,0.0,,,0.0,,-1.0,72.0,0.0909,0.2857,464.689774,-0.0344,0.1056,1257.5,0.0207,-0.0888,595548.6463,0.0141,0.0322,108.0,0.0189,-0.0357,2.0,0.35,1.0,Los Angeles-Long Beach-Anaheim, CA,2313.0,#DIV/0!,0.040017986,4.63,33.9519253,-118.3082034
91915,"chula vista, ca",729500.0,0.1232,0.1719,16.0,0.0667,-0.36,15.0,2.333333333,-0.538461538,32.0,-0.2,0.3333,0.0,,,0.0,,-1.0,89.0,0.0349,0.78,355.1465447,0.0576,0.17600000000000002,2153.0,0.1095,0.0564,742363.6129,0.1096,0.1489,105.0,0.0396,0.4,5.5625,-0.1708,3.5625,San Diego, CA,2801.0,0.005384063,0.057380143,4.61,32.6277588,-116.9499191
92056,"oceanside, ca",637500.0,0.086,0.1087,37.0,-0.0263,,35.5,0.20338983100000002,0.18333333300000001,60.0,0.0714,0.1538,0.0,,-1.0,0.0,-1.0,-1.0,122.0,-0.0543,0.8485,395.2563004,-0.0125,0.1396,1597.5,0.052000000000000005,-0.063,635163.2703,0.0327,0.1004,159.0,-0.0479,0.1119,3.297297297,-0.0974,2.4402,San Diego, CA,2442.0,0.003286771,0.036942675,4.60,33.192168,-117.3028803
92563,"murrieta, ca",590000.0,-0.0046,,64.0,0.28,-0.4711,16.0,0.23076923100000002,-0.594936709,116.0,0.2083,0.6111,8.0,0.0,,8.0,0.0,-0.75,145.0,-0.0268,0.2719,237.1110943,0.0618,0.26899999999999996,2687.5,-0.0385,0.0287,609798.8058,0.0207,0.2293,209.0,0.0503,-0.1106,2.265625,-0.7144,1.3235,Riverside, CA,2255.0,0.008046491,0.092009685,4.59,33.5784347,-117.1617685
95758,"elk grove, ca",533475.0,-0.0633,,24.0,0.2632,-0.6308,7.5,-0.583333333,,56.0,0.5556,0.0,0.0,-1.0,,4.0,0.0,-0.8,59.0,0.0,-0.2133,282.1100453,-0.0307,0.1739,1764.5,-0.0342,-0.0011,535495.9583,-0.0885,0.1975,83.0,0.0641,-0.4071,2.458333333,-0.6469,1.3045,Sacramento, CA,2031.0,0.007940447,0.099025974,4.57,38.4223702,-121.43419
92399,"yucaipa, ca",547000.0,-0.018000000000000002,0.2022,61.0,0.1961,-0.4649,33.0,0.32,-0.24137931,68.0,0.3077,0.4167,0.0,,,12.0,0.0,-0.4,93.0,-0.051,0.86,271.6657258,-0.0294,0.2054,2133.0,-0.0002,-0.0657,737066.6462,-0.0767,0.2087,154.0,0.0336,-0.061,1.5245901640000001,-0.397,1.0859999999999999,Riverside, CA,2060.0,0.00684262,0.087645195,4.52,34.0593543,-117.0087877
92882,"corona, ca",627000.0,0.1,0.0364,21.0,-0.0455,,11.0,0.1,-0.738095238,52.0,0.3,0.3,0.0,,,0.0,,-1.0,74.0,-0.0513,0.3704,326.300756,-0.0743,0.2355,1973.5,0.2004,-0.193,659649.2319,0.1314,0.0785,95.0,-0.05,-0.2857,3.523809524,-0.0216,2.8403,Riverside, CA,2362.0,0.005106383,0.060143627,4.52,33.84374830000001,-117.6082774
95747,"roseville, ca",622450.0,-0.0496,,50.0,0.4286,-0.6599,10.0,3.0,,120.0,0.3043,0.1111,0.0,,,8.0,1.0,-0.8462,137.0,-0.0072,0.2925,291.76507480000004,0.0524,0.1728,2246.5,0.0667,0.0525,671361.8301,0.0197,0.1557,187.0,0.0809,-0.2609,2.74,-1.2029,2.0189,Sacramento, CA,2345.0,0.007302405,0.086150996,4.52,38.7902545,-121.3770336
92879,"corona, ca",549699.5,-0.0091,,16.0,-0.1579,,34.0,0.8888888890000001,-0.2,32.0,0.0,1.6667,4.0,,,0.0,,-1.0,55.0,0.0577,0.25,331.52194289999994,0.0175,0.1455,1796.5,0.0652,0.1901,667397.9527,0.0056,0.4443,71.0,0.0,-0.1647,3.4375,0.7007,2.3643,Riverside, CA,2066.0,0.006822612,0.078851175,4.51,33.8813831,-117.5378439
94605,"oakland, ca",674194.0,0.0374,0.135,51.0,0.2143,-0.1053,28.5,0.096153846,-0.43,60.0,0.5,2.0,4.0,,,8.0,0.0,0.0,82.0,0.025,0.3667,507.7018598,-0.051,0.0895,1287.5,0.045,0.0387,755933.6232,0.0503,0.0127,133.0,0.0902,0.1368,1.607843137,-0.2969,0.5552,San Francisco, CA,2526.0,0.003575685,0.041220115,4.50,37.7554905,-122.1462193
91766,"pomona, ca",579999.0,0.0861,,19.0,0.0556,,21.5,-0.306451613,-0.556701031,28.0,0.4,0.75,0.0,,-1.0,0.0,,-1.0,48.0,0.0909,0.0213,395.52788250000003,0.0647,0.1481,1311.0,-0.0956,-0.0202,573007.9809,-0.0273,0.1492,67.0,0.0806,-0.3093,2.526315789,0.0819,1.5863,Los Angeles-Long Beach-Anaheim, CA,2175.0,0.003228782,0.036701621,4.50,34.0397162,-117.7549295
95765,"rocklin, ca",659997.5,-0.0258,,27.0,0.35,-0.6859999999999999,8.0,-0.058823529000000006,,72.0,0.8,0.5,0.0,,,0.0,-1.0,-1.0,79.0,-0.1023,0.5192,288.2717212,0.0446,0.1496,2331.0,-0.0267,0.0278,740799.4423,-0.0335,0.2717,106.0,-0.0185,-0.2319,2.925925926,-1.4741,2.3213,Sacramento, CA,2472.0,0.006514658,0.07012987,4.49,38.8113924,-121.2740813
92507,"riverside, ca",514450.0,0.05,0.1896,20.0,0.0526,,35.5,-0.449612403,-0.07792207799999999,24.0,0.0,0.0,0.0,,,0.0,,-1.0,51.0,-0.1207,0.4571,310.9347705,0.0292,0.2486,1536.5,0.1006,-0.0758,480400.9063,0.0806,0.0412,71.0,-0.0779,-0.0897,2.55,-0.5026,1.736,Riverside, CA,1914.0,0.007368421,0.090598291,4.46,33.9734553,-117.3263893
94553,"martinez, ca",699450.0,0.0769,0.1677,24.0,0.0435,-0.4419,11.5,0.15,-0.634920635,56.0,0.2727,1.0,0.0,,,0.0,,-1.0,63.0,0.125,0.7027,448.01098049999996,0.0525,0.1553,1587.0,-0.0305,0.1021,770831.2558,0.0628,0.1777,87.0,0.1013,0.0875,2.625,0.1902,1.7645,San Francisco, CA,2591.0,-0.001156515,-0.003078107,4.45,37.9873593,-122.151897
91762,"ontario, ca",559500.0,0.0173,0.0928,30.0,0.5,,12.0,0.263157895,,52.0,0.4444,-0.0714,0.0,,-1.0,0.0,,-1.0,63.0,-0.0455,0.3404,326.4434841,0.0306,0.1439,1516.0,-0.0572,-0.045,606182.0833,-0.022000000000000002,0.1922,93.0,0.0814,-0.2119,2.1,-1.2,1.4380000000000002,Riverside, CA,2046.0,0.005405405,0.069524307,4.39,34.0420153,-117.6610854
94609,"oakland, ca",689000.0,-0.2302,,17.0,0.1333,-0.0556,21.5,0.102564103,-0.12244898,12.0,-0.25,0.0,0.0,,,0.0,,,17.0,0.4167,3.25,665.9066644,-0.0458,-0.1095,1166.0,0.0,-0.1167,789030.5474,-0.0336,-0.2955,34.0,0.2593,0.5455,1.0,0.2,0.7778,San Francisco, CA,2522.0,-0.007867821,-0.072453108,4.39,37.8321173,-122.2625529
92505,"riverside, ca",519950.0,0.0462,,16.0,0.0,,17.5,-0.102564103,-0.527027027,24.0,0.2,0.0,0.0,-1.0,,4.0,0.0,-0.6667,44.0,0.0,0.2941,321.5513157,0.0643,0.2531,1639.0,-0.0586,-0.0531,571508.5038,0.1008,0.2534,60.0,0.0,-0.2208,2.75,0.0,1.9593,Riverside, CA,1888.0,0.011247991,0.128511656,4.36,33.913326,-117.4908738
90012,"los angeles, ca",622450.0,0.0056,0.0162,59.0,0.0,0.2553,52.5,0.029411765,-0.378698225,8.0,-0.6,0.0,0.0,,,8.0,0.0,1.0,20.0,0.3333,1.8571,592.3255447,-0.0079,0.073,1117.0,0.0155,0.0538,695151.1246,0.0707,0.0145,79.0,0.0676,0.46299999999999997,0.33898305100000004,0.0847,0.19,Los Angeles-Long Beach-Anaheim, CA,2256.0,-0.005729396,-0.070840198,4.35,34.0653347,-118.243891
94513,"brentwood, ca",786950.0,0.1243,,56.0,-0.125,,31.0,0.6756756759999999,-0.333333333,88.0,-0.2143,0.375,0.0,,-1.0,4.0,-0.5,-0.875,150.0,-0.0625,0.4706,329.4599624,-0.0667,0.1726,2316.0,0.0853,-0.0228,1055109.8229999999,-0.0066,0.375,206.0,-0.0804,-0.2721,2.6785714290000002,0.1786,2.115,San Francisco, CA,2837.0,0.007099752,0.077887538,4.33,37.9341399,-121.6967438
91355,"valencia, ca",719000.0,0.059000000000000004,0.1983,21.0,0.1667,-0.5714,15.0,0.5,-0.577464789,36.0,0.125,0.125,0.0,,,0.0,,-1.0,78.0,0.0263,0.625,401.1847065,0.0153,0.1221,1817.0,0.0117,0.0601,850252.3962,0.0586,0.2105,99.0,0.0532,0.0206,3.714285714,-0.5079,2.7347,Los Angeles-Long Beach-Anaheim, CA,2583.0,0.007410296,0.086663862,4.31,34.4400287,-118.5914696
91711,"claremont, ca",791999.0,-0.1185,-0.033,23.0,-0.08,,20.0,-0.090909091,-0.56043956,32.0,0.1429,0.6,0.0,,,0.0,,-1.0,50.0,-0.0741,0.9231,408.2652148,-0.0329,0.0892,1992.0,0.0,-0.1775,973640.2822,-0.0099,-0.0513,73.0,-0.0759,0.057999999999999996,2.173913043,0.0139,1.5693,Los Angeles-Long Beach-Anaheim, CA,2841.0,0.002823862,0.047952785,4.30,34.1707374,-117.702148
95610,"citrus heights, ca",473475.0,-0.0707,0.1208,31.0,0.1481,-0.1143,16.5,-0.083333333,-0.34,48.0,0.2,0.7143,0.0,-1.0,,4.0,-0.5,-0.6667,66.0,0.5714,0.6098,295.6521739,0.035,0.2404,1621.5,-0.1211,0.0084,518274.5929,-0.0416,0.1494,97.0,0.4058,0.2763,2.129032258,0.5735,0.9576,Sacramento, CA,1696.0,0.007125891,0.088575096,4.30,38.6977447,-121.2740813
92592,"temecula, ca",722200.0,-0.0174,0.2241,63.0,0.0862,,23.5,0.27027027,-0.44705882399999997,104.0,0.1818,0.2381,4.0,,-0.5,12.0,2.0,-0.8,163.0,-0.0061,0.3252,283.30952379999997,0.0068,0.1315,2911.5,0.0066,0.0317,970948.5652,-0.0824,0.11199999999999999,226.0,0.018000000000000002,-0.2638,2.587301587,-0.2403,1.9188,Riverside, CA,2574.0,0.007830854,0.089293271,4.28,33.43806010000001,-117.0087877
92123,"san diego, ca",750000.0,0.0074,,14.0,0.5556,-0.4615,9.0,-0.608695652,-0.660377358,28.0,1.3333,0.4,0.0,,,4.0,,-0.5,37.0,0.1563,0.85,520.7312567,0.0101,0.2733,1331.5,0.1578,-0.0979,718242.8214,0.1145,0.146,51.0,0.2439,0.1087,2.642857143,-0.9127,1.8736,San Diego, CA,2654.0,0.003023432,0.028682171,4.25,32.8102534,-117.1323579
94551,"livermore, ca",854950.0,0.0214,0.0754,29.0,0.16,-0.38299999999999995,15.5,1.8181818180000002,-0.5694444439999999,56.0,-0.0667,1.3333,0.0,,,0.0,,-1.0,80.0,-0.0361,1.4242,567.6796936000001,0.0456,0.1842,1523.0,-0.0139,-0.1482,1043472.329,0.0057,0.1931,109.0,0.0093,0.3625,2.75862069,-0.5614,2.0565,San Francisco, CA,3026.0,0.001986755,0.019885406,4.25,37.7537708,-121.7879244
91945,"lemon grove, ca",599975.0,0.0,0.155,19.0,0.3571,0.3571,37.0,-0.301886792,-0.11904761900000001,16.0,0.0,0.0,0.0,,,0.0,,,42.0,0.2727,0.68,425.5047572,0.1088,0.2314,1235.0,-0.3238,-0.064,628630.4289,0.0105,0.2218,61.0,0.2979,0.5641,2.210526316,-0.1466,0.4248,San Diego, CA,2122.0,0.004259347,0.043777668,4.24,32.7381191,-117.0382158
92105,"san diego, ca",482450.0,0.1529,0.1516,21.0,0.2353,-0.4878,31.0,1.6956521740000001,0.087719298,24.0,-0.1429,-0.1429,0.0,,,0.0,-1.0,-1.0,52.0,-0.0189,0.4054,426.31803310000004,0.004,0.1511,821.5,-0.0913,-0.042,442262.3994,0.0788,0.0882,73.0,0.0429,-0.0641,2.4761904759999998,-0.6415,1.5738,San Diego, CA,1703.0,0.002354326,0.035258359,4.24,32.7348953,-117.0970596
92508,"riverside, ca",649250.0,-0.0076,,18.0,0.2857,-0.5714,18.5,2.7,-0.55952381,40.0,0.25,0.6667,4.0,,,0.0,,-1.0,48.0,-0.1429,0.2308,268.883379,-0.0671,0.2895,2799.5,-0.0037,0.0195,728474.5109,-0.0381,0.3138,66.0,-0.0571,-0.1852,2.666666667,-1.3333,1.7381,Riverside, CA,2281.0,0.007508834,0.091910005,4.22,33.890925,-117.3263893
92656,"aliso viejo, ca",729500.0,0.0034,0.1409,23.0,-0.1481,,11.0,0.692307692,-0.690140845,48.0,-0.25,0.0909,0.0,,,4.0,,-0.8,76.0,0.0556,0.6889,484.6047932,-0.0102,0.0783,1539.5,0.0263,0.0287,906659.6501,0.1434,0.2903,99.0,0.0,-0.1391,3.3043478260000003,0.6377,2.6615,Los Angeles-Long Beach-Anaheim, CA,2563.0,0.0023465,0.023153693,4.22,33.5714289,-117.7314729
91786,"upland, ca",589000.0,0.0306,0.1274,18.0,-0.1818,,25.0,1.7777777780000001,-0.305555556,28.0,-0.3,-0.125,0.0,,,4.0,0.0,0.0,60.0,-0.1176,0.3043,339.00226760000004,-0.0124,0.1352,1655.5,0.0471,-0.0087,588621.1477,0.0423,0.0973,78.0,-0.1333,-0.1613,3.333333333,0.2424,2.3546,Riverside, CA,2066.0,0.006822612,0.068804966,4.21,34.1036996,-117.6610854
92688,"rancho santa margarita, ca",667450.0,-0.0177,0.0835,22.0,-0.0435,,9.5,1.375,-0.6122448979999999,52.0,-0.1333,0.8571,4.0,,,4.0,0.0,-0.5,83.0,0.1528,0.9302,486.5036675,0.0086,0.1327,1438.0,0.0213,0.006999999999999999,683437.935,0.0007,0.0696,105.0,0.1053,0.129,3.772727273,0.6423,2.9127,Los Angeles-Long Beach-Anaheim, CA,2341.0,0.002569593,0.028107159,4.21,33.63736,-117.6082774
91342,"sylmar, ca",667000.0,0.0342,0.1126,42.0,0.0244,-0.4878,24.0,-0.28358209,-0.294117647,48.0,0.0909,-0.0769,0.0,,-1.0,0.0,,-1.0,106.0,-0.0862,0.325,395.5766456,-0.0058,0.1356,1620.5,0.025,0.0115,1045825.262,-0.1414,0.536,148.0,-0.0573,-0.0864,2.5238095240000002,-0.3055,1.5482,Los Angeles-Long Beach-Anaheim, CA,2337.0,0.002574003,0.037744227,4.20,34.3023759,-118.3695699
91344,"granada hills, ca",839999.0,-0.1992,-0.0106,30.0,0.0,-0.4118,42.0,-0.31707317100000004,-0.243243243,40.0,0.0,0.6667,0.0,,,0.0,-1.0,-1.0,66.0,0.1186,0.5,397.6347765,-0.0308,0.0723,2038.5,-0.1217,-0.1673,1467951.844,-0.1329,0.3008,96.0,0.0787,0.0105,2.2,0.2333,1.3373,Los Angeles-Long Beach-Anaheim, CA,2935.0,0.004792879,0.054996405,4.19,34.2801972,-118.4980744
91977,"spring valley, ca",599450.0,0.0389,0.1495,28.0,0.0769,-0.3488,16.5,0.571428571,-0.44067796600000003,52.0,0.0833,0.0833,0.0,,,4.0,0.0,-0.6667,99.0,0.0645,0.2857,402.0468519,0.0253,0.2179,1433.0,0.0714,0.0265,608866.0692,0.0427,0.2241,127.0,0.0672,0.0583,3.535714286,-0.0412,1.745,San Diego, CA,2089.0,0.007718283,0.08182289,4.18,32.7215291,-116.9970153
91306,"winnetka, ca",664409.0,0.0716,0.0673,26.0,-0.1333,,34.5,-0.349056604,-0.295918367,24.0,-0.3333,0.2,0.0,,,4.0,0.0,-0.5,71.0,0.0758,1.0882,360.5765715,-0.0512,-0.0756,1418.0,0.0384,-0.0139,611127.3703,0.0999,0.124,97.0,0.0104,0.1829,2.730769231,0.5308,2.0224,Los Angeles-Long Beach-Anaheim, CA,2315.0,0.006084311,0.070767808,4.18,34.2048586,-118.5739621
92595,"wildomar, ca",609000.0,0.0827,,19.0,-0.05,,19.5,0.5,-0.49350649399999996,28.0,-0.125,-0.125,0.0,-1.0,,4.0,,-0.8333,68.0,-0.0685,0.7436,223.5279921,-0.051,0.0893,2639.5,0.0086,0.11800000000000001,624907.7814,0.0031,0.2644,87.0,-0.0645,-0.044000000000000004,3.578947368,-0.0711,2.8289,Riverside, CA,2115.0,0.011961722,0.143243243,4.17,33.61829210000001,-117.255854
95821,"sacramento, ca",474900.0,0.0709,,20.0,0.6667,-0.6078,11.5,0.642857143,-0.661764706,36.0,0.125,0.125,0.0,,,4.0,0.0,-0.75,45.0,0.0227,0.0976,297.00539039999995,0.033,0.121,1491.5,0.0157,-0.0622,490478.9286,0.1048,0.16,65.0,0.1607,-0.2935,2.25,-1.4167,1.4461,Sacramento, CA,1649.0,0.008562691,0.099333333,4.17,38.6258567,-121.3884671
92805,"anaheim, ca",655000.0,0.0077,,22.0,-0.0833,,26.5,0.514285714,-0.41758241799999996,32.0,0.0,1.0,0.0,-1.0,-1.0,0.0,,-1.0,56.0,-0.125,0.4,425.2406619,-0.0791,0.0791,1367.0,0.0259,-0.0856,671412.1458,0.0233,0.1094,78.0,-0.1136,-0.1875,2.545454545,-0.1212,1.8312,Los Angeles-Long Beach-Anaheim, CA,2273.0,0.000880669,0.013374944,4.16,33.8276052,-117.9073244
91767,"pomona, ca",548800.0,0.0127,,13.0,-0.3158,,45.0,0.45161290299999995,-0.042553191,16.0,-0.2,-0.2,0.0,,,0.0,,-1.0,44.0,0.1579,0.8333,366.1009075,-0.0326,0.0686,1480.0,0.0082,0.1649,514184.2328,-0.0158,0.0708,57.0,0.0,-0.0172,3.384615385,1.3846,2.6787,Los Angeles-Long Beach-Anaheim, CA,1897.0,0.006366048,0.068732394,4.15,34.0836851,-117.7432015
94608,"emeryville, ca",699000.0,0.0108,-0.0425,56.0,-0.0508,0.2444,38.5,0.571428571,-0.16304347800000002,36.0,-0.1818,0.5,0.0,,,16.0,0.3333,3.0,48.0,-0.0943,0.8462,625.5468417999999,0.0167,-0.0009,1131.5,-0.0092,-0.0407,765717.6413,-0.0181,-0.0334,104.0,-0.0714,0.4648,0.857142857,-0.0412,0.2794,San Francisco, CA,2413.0,-0.010254307,-0.095238095,4.14,37.837959,-122.2824021
92880,"corona, ca",714500.0,0.0531,,22.0,0.2222,,15.5,0.068965517,-0.474576271,40.0,0.4286,-0.2857,0.0,-1.0,,0.0,,-1.0,68.0,0.0968,0.1333,244.26441749999998,-0.0194,0.1284,2940.0,0.0062,0.0821,722050.3913,0.0297,0.2188,90.0,0.125,-0.3706,3.0909090910000003,-0.3535,2.3680000000000003,Riverside, CA,2452.0,0.006155109,0.067014795,4.12,33.8998939,-117.6317494
92110,"san diego, ca",657500.0,0.0115,0.1455,28.0,-0.0345,-0.3,40.5,-0.068965517,0.47272727299999995,32.0,0.6,1.0,0.0,,,0.0,-1.0,-1.0,38.0,0.027000000000000003,1.375,573.6439759,-0.0347,0.1765,1147.5,0.0537,-0.1159,776827.8429,-0.0414,-0.0131,66.0,0.0,0.1786,1.357142857,0.0813,0.9571,San Diego, CA,2253.0,0.004010695,0.041608877,4.11,32.7657318,-117.199996
95831,"sacramento, ca",574900.0,-0.0911,0.0458,18.0,0.2857,-0.4706,12.0,-0.076923077,-0.441860465,32.0,0.0,0.1429,0.0,,,4.0,0.0,-0.5,40.0,0.3793,0.1429,318.51744039999994,0.0258,0.1891,1735.5,-0.1159,-0.18100000000000002,620664.4191,-0.1104,0.0882,58.0,0.3488,-0.1594,2.222222222,0.1508,1.1928,Sacramento, CA,1968.0,0.004081633,0.047923323,4.11,38.4901072,-121.5255815
91710,"chino, ca",694500.0,-0.0659,,41.0,0.1389,-0.506,24.5,-0.257575758,-0.48421052600000003,48.0,0.0,0.2,4.0,0.0,,8.0,0.0,-0.6667,75.0,-0.1071,0.1905,342.3228622,-0.0174,0.2454,1988.0,-0.0038,0.0333,771833.1958,0.022000000000000002,0.2098,116.0,-0.0333,-0.2055,1.8292682930000002,-0.5041,1.0702,Riverside, CA,2378.0,0.00677392,0.07845805,4.11,34.0120229,-117.6786847
92610,"foothill ranch, ca",895000.0,-0.1545,0.0347,14.0,1.0,-0.5484,16.5,-0.7461538459999999,-0.652631579,24.0,2.0,0.5,0.0,,,0.0,,-1.0,29.0,-0.0645,0.7059,489.72342050000003,-0.0086,0.2361,1888.0,-0.1804,-0.1952,947474.6795,-0.083,0.0996,43.0,0.1316,-0.1042,2.0714285709999998,-2.3571,1.5230000000000001,Los Angeles-Long Beach-Anaheim, CA,3062.0,0.004263693,0.034459459,4.11,33.6917217,-117.6610854
91387,"canyon country, ca",824999.5,0.0862,0.1754,35.0,0.129,,26.5,-0.208955224,-0.48039215700000004,52.0,0.1818,0.625,4.0,,,4.0,0.0,-0.6667,97.0,0.1412,1.4872,389.8729899,0.0363,0.2247,2286.5,0.040999999999999995,-0.0373,1088592.487,0.0952,0.3069,132.0,0.1379,0.32,2.7714285710000004,0.0295,2.1321,Los Angeles-Long Beach-Anaheim, CA,2812.0,0.009332376,0.117647059,4.09,34.41305699999999,-118.4163103
91335,"reseda, ca",754000.0,-0.0516,,47.0,0.11900000000000001,-0.0784,42.0,0.7142857140000001,-0.294117647,52.0,0.1818,1.6,4.0,,0.0,4.0,,-0.6667,83.0,0.0247,0.66,444.73725379999996,0.0007,0.0484,1622.0,-0.0205,0.1094,725004.042,-0.0487,0.1849,130.0,0.0569,0.2871,1.765957447,-0.1626,0.7856,Los Angeles-Long Beach-Anaheim, CA,2570.0,0.005084083,0.061544816,4.09,34.2035088,-118.5389414
95054,"santa clara, ca",1024000.0,0.139,-0.1005,15.0,0.0714,0.0714,28.0,0.696969697,-0.09677419400000001,16.0,0.0,3.0,0.0,,,0.0,,,21.0,0.1667,2.0,783.1010453,0.0477,0.0493,1378.5,0.0604,0.0507,1052181.8490000002,0.1157,-0.0411,36.0,0.125,0.7143,1.4,0.1143,0.9,San Jose, CA,3485.0,-0.005989732,-0.059633028,4.08,37.3986039,-121.9643745
92129,"san diego, ca",847000.0,0.0119,-0.0029,17.0,0.4167,,10.0,-0.41176470600000004,-0.607843137,44.0,0.8333,0.5714,4.0,,,0.0,,-1.0,64.0,0.2549,1.2857,494.0806045,-0.0499,0.1854,1683.5,0.0209,-0.2133,815087.475,0.0264,-0.0042,81.0,0.2857,0.3729,3.764705882,-0.4853,2.8615,San Diego, CA,2866.0,0.00279916,0.026872089,4.06,32.9657005,-117.1147095
